,Open Bid_x,Open Bid_y,Open Ask_y,Long Swap AUDCHF,Short Swap AUDCHF
2009-08-12,2.78,0.01,0.11,1.962081128747795e-05,-2.1372399797057332e-05
2009-08-13,2.9,0.01,0.16,1.9515669515669513e-05,-2.085048010973937e-05
2009-08-14,2.79,0.01,0.16,1.927587217824685e-05,-2.0867542419266558e-05
2009-08-15,2.85,0.02,0.17,1.9336219336219335e-05,-2.1111111111111114e-05
2009-08-16,2.85,0.02,0.17,1.9336219336219335e-05,-2.1111111111111114e-05
2009-08-17,2.78,0.01,0.11,1.962081128747795e-05,-2.1372399797057332e-05
2009-08-18,2.76,0.01,0.11,1.95774231678487e-05,-2.081610146126275e-05
2009-08-19,2.78,0.01,0.11,1.962081128747795e-05,-2.085048010973937e-05
2009-08-20,2.91,0.03,0.18,1.939471440750213e-05,-2.0730706075533663e-05
2009-08-21,2.15,0.02,0.13,1.7813051146384478e-05,-2.0694444444444445e-05
2009-08-22,2.85,0.02,0.17,1.9336219336219335e-05,-2.1111111111111114e-05
2009-08-23,2.85,0.03,0.21,1.9047619047619046e-05,-2.1045751633986926e-05
2009-08-24,2.2,0.05,0.4,1.5625e-05,-2.0576131687242797e-05
2009-08-25,2.3,0.05,0.15,1.80976430976431e-05,-2.0486111111111113e-05
2009-08-26,2.75,0.01,0.16,1.918518518518519e-05,-2.1328224776500638e-05
2009-08-27,2.85,0.01,0.16,1.940836940836941e-05,-2.1176470588235292e-05
2009-08-28,2.85,0.01,0.16,1.940836940836941e-05,-2.085048010973937e-05
2009-08-29,2.85,0.01,0.16,1.940836940836941e-05,-2.1176470588235292e-05
2009-08-30,2.85,0.01,0.25,1.875901875901876e-05,-2.1176470588235292e-05
2009-08-31,2.86,0.01,0.11,1.978986758779505e-05,-2.0781379883624272e-05
2009-09-01,2.76,0.05,0.1,1.9651300236406617e-05,-2.054039150813344e-05
2009-09-02,3.0,0.01,0.16,1.972222222222222e-05,-2.085048010973937e-05
2009-09-03,2.71,0.02,0.13,1.931716082659479e-05,-2.1203918535705077e-05
2009-09-04,2.73,0.01,0.16,1.9139112302651178e-05,-2.076388888888889e-05
2009-09-05,2.8,0.01,0.25,1.864035087719298e-05,-2.1097883597883597e-05
2009-09-06,2.8,0.01,0.16,1.9298245614035086e-05,-2.1097883597883597e-05
2009-09-07,2.74,0.01,0.11,1.9533571004159236e-05,-2.0781379883624272e-05
2009-09-08,2.75,0.01,0.11,1.9555555555555554e-05,-2.085048010973937e-05
2009-09-09,2.73,0.01,0.11,1.9511468573130773e-05,-2.129843469335386e-05
2009-09-10,2.83,0.01,0.11,1.9727299100667244e-05,-2.0728643216080403e-05
2009-09-11,2.72,0.01,0.11,1.9489247311827958e-05,-2.0746310219994435e-05
2009-09-12,2.83,0.01,0.16,1.936466492602263e-05,-2.1145258733911213e-05
2009-09-13,2.83,0.01,0.16,1.936466492602263e-05,-2.1145258733911213e-05
2009-09-14,2.73,0.01,0.11,1.9511468573130773e-05,-2.076388888888889e-05
2009-09-15,2.74,0.07,0.08,1.9756387403446225e-05,-2.0365752285951783e-05
2009-09-16,2.7,0.01,0.51,1.644144144144144e-05,-2.1097883597883597e-05
2009-09-17,2.87,0.06,0.09,1.9954062589721504e-05,-2.0453289110005527e-05
2009-09-18,2.87,0.01,0.16,1.945162216480046e-05,-2.079878385848535e-05
2009-09-19,2.9,0.02,0.17,1.9444444444444445e-05,-2.1188630490956073e-05
2009-09-20,2.9,0.01,0.25,1.8874643874643875e-05,-2.1253229974160207e-05
2009-09-21,2.87,0.02,0.07,2.0097616996841806e-05,-2.0729684908789383e-05
2009-09-22,2.87,0.02,0.17,1.937984496124031e-05,-2.081627081627082e-05
2009-09-23,2.87,0.02,0.17,1.937984496124031e-05,-2.0729684908789383e-05
2009-09-24,2.87,0.03,0.13,1.9666953775480904e-05,-2.0660585959093416e-05
2009-09-25,2.87,0.03,0.13,1.9666953775480904e-05,-2.0660585959093416e-05
2009-09-26,2.85,0.02,0.17,1.9336219336219335e-05,-2.1111111111111114e-05
2009-09-27,2.85,0.02,0.17,1.9336219336219335e-05,-2.1111111111111114e-05
2009-09-28,2.78,0.03,0.13,1.9473838918283364e-05,-2.0713305898491084e-05
2009-09-29,2.79,0.02,0.17,1.920257988859572e-05,-2.0799124247400107e-05
2009-09-30,2.77,0.02,0.17,1.9157088122605367e-05,-2.0764576457645768e-05
2009-10-01,2.8,0.01,0.11,1.9663742690058478e-05,-2.1401515151515156e-05
2009-10-02,2.8,0.01,0.11,1.9663742690058478e-05,-2.1401515151515156e-05
2009-10-03,2.9,0.02,0.17,1.9444444444444445e-05,-2.1188630490956073e-05
2009-10-04,2.9,0.02,0.17,1.9444444444444445e-05,-2.1188630490956073e-05
2009-10-05,2.8,0.01,0.11,1.9663742690058478e-05,-2.1253229974160207e-05
2009-10-06,3.0,0.01,0.11,2.006944444444444e-05,-2.1017402945113788e-05
2009-10-07,2.9,0.01,0.11,1.9871794871794866e-05,-2.1401515151515156e-05
2009-10-08,3.25,0.02,0.17,2.0130718954248368e-05,-2.1188630490956073e-05
2009-10-09,3.09,0.01,0.11,2.023906547133931e-05,-2.116090146750524e-05
2009-10-10,3.1,0.02,0.17,1.9850948509485095e-05,-2.148148148148148e-05
2009-10-11,3.1,0.01,0.25,1.9308943089430892e-05,-2.154320987654321e-05
2009-10-12,3.02,0.02,0.17,1.9693200663349915e-05,-2.1219135802469135e-05
2009-10-13,3.12,0.01,0.11,2.0293959007551238e-05,-2.128343621399177e-05
2009-10-14,3.06,0.02,0.17,1.9772851669403397e-05,-2.115784008307373e-05
2009-10-15,3.08,0.02,0.17,1.981209150326797e-05,-2.1188630490956073e-05
2009-10-16,3.1,0.01,0.11,2.0257452574525747e-05,-2.128343621399177e-05
2009-10-17,3.2,0.01,0.2,1.984126984126984e-05,-2.1678743961352658e-05
2009-10-18,3.2,0.02,0.17,2.003968253968254e-05,-2.1618357487922703e-05
2009-10-19,3.25,0.02,0.17,2.0130718954248368e-05,-2.1188630490956073e-05
2009-10-20,3.1,0.02,0.17,1.9850948509485095e-05,-2.1219135802469135e-05
2009-10-21,3.0,0.01,0.11,2.006944444444444e-05,-2.154320987654321e-05
2009-10-22,3.25,0.02,0.17,2.0130718954248368e-05,-2.1188630490956073e-05
2009-10-23,3.15,0.02,0.17,1.994645247657296e-05,-2.1188630490956073e-05
2009-10-24,3.25,0.01,0.11,2.052287581699346e-05,-2.1611721611721613e-05
2009-10-25,3.25,0.01,0.11,2.052287581699346e-05,-2.1611721611721613e-05
2009-10-26,3.25,0.01,0.11,2.052287581699346e-05,-2.1401515151515156e-05
2009-10-27,3.24,0.01,0.11,2.0505765199161424e-05,-2.1501367138951032e-05
2009-10-28,3.25,0.02,0.17,2.0130718954248368e-05,-2.155067155067155e-05
2009-10-29,3.1,0.02,0.17,1.9850948509485095e-05,-2.1618357487922703e-05
2009-10-30,3.2,0.01,0.11,2.0436507936507937e-05,-2.180851063829787e-05
2009-10-31,3.25,0.02,0.17,2.0130718954248368e-05,-2.155067155067155e-05
2009-11-01,3.25,0.02,0.17,2.0130718954248368e-05,-2.155067155067155e-05
2009-11-02,3.16,0.01,0.11,2.03659188034188e-05,-2.1487294469357247e-05
2009-11-03,3.35,0.02,0.17,2.0306513409961685e-05,-2.168458781362007e-05
2009-11-04,3.25,0.01,0.11,2.052287581699346e-05,-2.1611721611721613e-05
2009-11-05,3.21,0.02,0.17,2.005806281340723e-05,-2.142501245640259e-05
2009-11-06,3.29,0.01,0.11,2.059052059052059e-05,-2.15570337521557e-05
2009-11-07,3.35,0.02,0.17,2.0306513409961685e-05,-2.168458781362007e-05
2009-11-08,3.35,0.02,0.17,2.0306513409961685e-05,-2.168458781362007e-05
2009-11-09,3.36,0.01,0.11,2.07059123343527e-05,-2.15570337521557e-05
2009-11-10,3.29,0.02,0.17,2.0202020202020203e-05,-2.1495442227149543e-05
2009-11-11,3.29,0.02,0.17,2.0202020202020203e-05,-2.1495442227149543e-05
2009-11-12,3.29,0.02,0.17,2.0202020202020203e-05,-2.1495442227149543e-05
2009-11-13,3.3,0.01,0.11,2.060723514211886e-05,-2.147315855181024e-05
2009-11-14,3.4,0.02,0.17,2.0391414141414144e-05,-2.1749408983451538e-05
2009-11-15,3.4,0.03,0.18,2.032828282828283e-05,-2.16903073286052e-05
2009-11-16,3.4,0.01,0.11,2.0770202020202022e-05,-2.1611721611721613e-05
2009-11-17,3.35,0.01,0.11,2.068965517241379e-05,-2.154320987654321e-05
2009-11-18,3.35,0.03,0.12,2.062579821200511e-05,-2.1419753086419752e-05
2009-11-19,3.38,0.01,0.11,2.073820395738204e-05,-2.1584498405690456e-05
2009-11-20,3.42,0.01,0.11,2.080191050779286e-05,-2.1638706540238267e-05
2009-11-21,3.5,0.02,0.17,2.0555555555555558e-05,-2.1874999999999996e-05
2009-11-22,3.5,0.02,0.17,2.0555555555555558e-05,-2.1874999999999996e-05
2009-11-23,3.3,0.02,0.17,2.0219638242894056e-05,-2.1874999999999996e-05
2009-11-24,3.5,0.03,0.12,2.0864197530864196e-05,-2.1624850657108726e-05
2009-11-25,3.46,0.01,0.11,2.0864474339810664e-05,-2.1783000949667616e-05
2009-11-26,3.5,0.02,0.17,2.0555555555555558e-05,-2.168458781362007e-05
2009-11-27,3.41,0.01,0.11,2.0786092214663643e-05,-2.182118424156641e-05
2009-11-28,3.5,0.02,0.17,2.0555555555555558e-05,-2.1874999999999996e-05
2009-11-29,3.5,0.02,0.17,2.0555555555555558e-05,-2.1874999999999996e-05
2009-11-30,3.2,0.01,0.11,2.0436507936507937e-05,-2.154320987654321e-05
2009-12-01,3.44,0.02,0.17,2.0457957957957955e-05,-2.160493827160494e-05
2009-12-02,3.5,0.01,0.11,2.0925925925925925e-05,-2.2166666666666666e-05
2009-12-03,3.61,0.05,0.1,2.1149674620390455e-05,-2.1837519800859922e-05
2009-12-04,3.66,0.03,0.12,2.1101573676680975e-05,-2.182952182952183e-05
2009-12-05,3.7,0.02,0.17,2.08628841607565e-05,-2.211111111111111e-05
2009-12-06,3.7,0.02,0.17,2.08628841607565e-05,-2.211111111111111e-05
2009-12-07,3.45,0.01,0.11,2.0848938826466913e-05,-2.1871345029239765e-05
2009-12-08,3.66,0.02,0.17,2.0803528850739155e-05,-2.1887271887271885e-05
2009-12-09,3.5,0.01,0.11,2.0925925925925925e-05,-2.193287037037037e-05
2009-12-10,3.6,0.02,0.17,2.0712560386473432e-05,-2.18994928538497e-05
2009-12-11,3.68,0.01,0.11,2.118945868945869e-05,-2.1969174143087184e-05
2009-12-12,3.63,0.02,0.17,2.075833933285337e-05,-2.203065134099617e-05
2009-12-13,3.63,0.02,0.17,2.075833933285337e-05,-2.203065134099617e-05
2009-12-14,3.62,0.01,0.11,2.11038961038961e-05,-2.19811753902663e-05
2009-12-15,3.66,0.01,0.11,2.1161182641869337e-05,-2.2028688524590163e-05
2009-12-16,3.67,0.02,0.17,2.081846300261718e-05,-2.1983640081799588e-05
2009-12-17,3.74,0.01,0.11,2.1272855133614627e-05,-2.2040445353328792e-05
2009-12-18,3.69,0.02,0.17,2.0848140251125327e-05,-2.200724145734329e-05
2009-12-19,3.85,0.02,0.17,2.1076746849942726e-05,-2.2380952380952384e-05
2009-12-20,3.85,0.02,0.17,2.1076746849942726e-05,-2.2380952380952384e-05
2009-12-21,3.85,0.01,0.11,2.1420389461626572e-05,-2.2433862433862434e-05
2009-12-22,3.2,0.01,0.11,2.0436507936507937e-05,-2.1401515151515156e-05
2009-12-23,3.67,0.04,0.11,2.11753509398049e-05,-2.178423236514523e-05
2009-12-24,3.67,0.01,0.11,2.11753509398049e-05,-2.1957123098201937e-05
2009-12-25,3.55,0.02,0.17,2.0634920634920636e-05,-2.2053872053872057e-05
2009-12-26,3.55,0.02,0.17,2.0634920634920636e-05,-2.2053872053872057e-05
2009-12-27,3.55,0.02,0.17,2.0634920634920636e-05,-2.2053872053872057e-05
2009-12-28,3.55,0.01,0.11,2.1001221001221e-05,-2.2109988776655443e-05
2009-12-29,3.65,0.01,0.11,2.114695340501792e-05,-2.193287037037037e-05
2009-12-30,3.65,0.02,0.12,2.1087216248506572e-05,-2.1874999999999996e-05
2009-12-31,3.65,0.02,0.17,2.078853046594982e-05,-2.1874999999999996e-05
2010-01-01,3.6,0.04,0.11,2.107487922705314e-05,-2.1941638608305274e-05
2010-01-02,3.6,0.02,0.17,2.0712560386473432e-05,-2.2053872053872057e-05
2010-01-03,3.6,0.02,0.17,2.0712560386473432e-05,-2.2053872053872057e-05
2010-01-04,3.2,0.01,0.11,2.0436507936507937e-05,-2.180851063829787e-05
2010-01-05,3.62,0.02,0.17,2.074314574314574e-05,-2.1837875611460516e-05
2010-01-06,3.61,0.02,0.17,2.0727886237647623e-05,-2.191166321601104e-05
2010-01-07,3.7,0.03,0.18,2.0803782505910167e-05,-2.1878579610538374e-05
2010-01-08,3.75,0.01,0.11,2.1286549707602336e-05,-2.2052154195011338e-05
2010-01-09,3.7,0.02,0.17,2.08628841607565e-05,-2.216721672167217e-05
2010-01-10,3.7,0.02,0.17,2.08628841607565e-05,-2.216721672167217e-05
2010-01-11,3.68,0.02,0.17,2.0833333333333333e-05,-2.208835341365462e-05
2010-01-12,3.58,0.01,0.11,2.1045608927705e-05,-2.1969174143087184e-05
2010-01-13,3.7,0.01,0.11,2.1217494089834514e-05,-2.2222222222222223e-05
2010-01-14,3.7,0.02,0.17,2.08628841607565e-05,-2.216721672167217e-05
2010-01-15,3.64,0.02,0.17,2.077346743295019e-05,-2.1862676873115288e-05
2010-01-16,3.4,0.02,0.17,2.0391414141414144e-05,-2.193585337915235e-05
2010-01-17,3.4,0.05,0.2,2.0202020202020203e-05,-2.1764032073310425e-05
2010-01-18,3.4,0.01,0.11,2.0770202020202022e-05,-2.1993127147766322e-05
2010-01-19,3.45,0.01,0.11,2.0848938826466913e-05,-2.2052154195011338e-05
2010-01-20,3.45,0.01,0.11,2.0848938826466913e-05,-2.2052154195011338e-05
2010-01-21,3.45,0.01,0.11,2.0848938826466913e-05,-2.2052154195011338e-05
2010-01-22,3.56,0.01,0.11,2.1016081871345027e-05,-2.2005029721079103e-05
2010-01-23,3.7,0.02,0.17,2.08628841607565e-05,-2.216721672167217e-05
2010-01-24,3.7,0.02,0.17,2.08628841607565e-05,-2.216721672167217e-05
2010-01-25,3.51,0.01,0.11,2.0941118502094112e-05,-2.2005029721079103e-05
2010-01-26,3.6,0.01,0.11,2.107487922705314e-05,-2.19811753902663e-05
2010-01-27,3.5,0.05,0.1,2.0987654320987655e-05,-2.1944444444444445e-05
2010-01-28,3.5,0.01,0.51,1.845679012345679e-05,-2.2166666666666666e-05
2010-01-29,3.57,0.02,0.17,2.066618040359835e-05,-2.195984485512206e-05
2010-01-30,3.7,0.02,0.17,2.08628841607565e-05,-2.216721672167217e-05
2010-01-31,3.7,0.02,0.17,2.08628841607565e-05,-2.216721672167217e-05
2010-02-01,3.5,0.01,0.51,1.845679012345679e-05,-2.2166666666666666e-05
2010-02-02,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-02-03,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-02-04,3.63,0.01,0.11,2.111831053515719e-05,-2.2016883413187313e-05
2010-02-05,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-02-06,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-02-07,3.72,0.02,0.17,2.0892184557438796e-05,-2.213368747233289e-05
2010-02-08,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-02-09,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-02-10,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-02-11,3.57,0.02,0.17,2.066618040359835e-05,-2.195984485512206e-05
2010-02-12,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-02-13,3.67,0.02,0.17,2.081846300261718e-05,-2.20189701897019e-05
2010-02-14,3.67,0.02,0.17,2.081846300261718e-05,-2.20189701897019e-05
2010-02-15,3.67,0.01,0.11,2.11753509398049e-05,-2.207542908762421e-05
2010-02-16,3.53,0.02,0.17,2.0603384841795437e-05,-2.197176684881603e-05
2010-02-17,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-02-18,3.6,0.02,0.17,2.0712560386473432e-05,-2.193585337915235e-05
2010-02-19,3.53,0.01,0.11,2.097130242825607e-05,-2.2028688524590163e-05
2010-02-20,3.67,0.02,0.17,2.081846300261718e-05,-2.20189701897019e-05
2010-02-21,3.67,0.02,0.17,2.081846300261718e-05,-2.20189701897019e-05
2010-02-22,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-02-23,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-02-24,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-02-25,3.65,0.01,0.11,2.114695340501792e-05,-2.2109988776655443e-05
2010-02-26,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-02-27,3.67,0.01,0.16,2.08779443254818e-05,-2.207542908762421e-05
2010-02-28,3.53,0.01,0.16,2.0664704439538878e-05,-2.2028688524590163e-05
2010-03-01,3.53,0.01,0.41,1.9131714495952905e-05,-2.2028688524590163e-05
2010-03-02,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-03-03,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-03-04,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-03-05,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-03-06,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-03-07,3.7,0.02,0.13,2.1099290780141846e-05,-2.216721672167217e-05
2010-03-08,3.7,0.01,0.11,2.1217494089834514e-05,-2.2222222222222223e-05
2010-03-09,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-03-10,3.65,0.01,0.11,2.114695340501792e-05,-2.233009708737864e-05
2010-03-11,3.75,0.01,0.41,1.9532163742690063e-05,-2.233009708737864e-05
2010-03-12,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-03-13,3.8,0.01,0.16,2.1064814814814813e-05,-2.233009708737864e-05
2010-03-14,3.8,0.01,0.16,2.1064814814814813e-05,-2.233009708737864e-05
2010-03-15,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-03-16,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-03-17,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-03-18,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-03-19,3.8,0.01,0.11,2.1354166666666666e-05,-2.233009708737864e-05
2010-03-20,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-03-21,3.7,0.01,0.16,2.0921985815602837e-05,-2.2222222222222223e-05
2010-03-22,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-03-23,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-03-24,3.68,0.01,0.11,2.118945868945869e-05,-2.2308858566168505e-05
2010-03-25,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-03-26,3.68,0.01,0.11,2.118945868945869e-05,-2.2308858566168505e-05
2010-03-27,3.75,0.01,0.16,2.0994152046783627e-05,-2.2276688453159046e-05
2010-03-28,3.75,0.01,0.16,2.0994152046783627e-05,-2.2276688453159046e-05
2010-03-29,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-03-30,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-03-31,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-04-01,3.85,0.01,0.11,2.1420389461626572e-05,-2.2382478632478635e-05
2010-04-02,3.75,0.01,0.11,2.1286549707602336e-05,-2.2276688453159046e-05
2010-04-03,3.75,0.01,0.16,2.0994152046783627e-05,-2.2276688453159046e-05
2010-04-04,3.75,0.01,0.16,2.0994152046783627e-05,-2.2276688453159046e-05
2010-04-05,3.75,0.01,0.11,2.1286549707602336e-05,-2.2276688453159046e-05
2010-04-06,3.85,0.01,0.11,2.1420389461626572e-05,-2.2382478632478635e-05
2010-04-07,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-04-08,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-04-09,3.88,0.01,0.11,2.1459471766848815e-05,-2.2514071294559098e-05
2010-04-10,3.9,0.01,0.16,2.1201814058956918e-05,-2.2484276729559745e-05
2010-04-11,3.9,0.01,0.16,2.1201814058956918e-05,-2.2484276729559745e-05
2010-04-12,3.95,0.01,0.11,2.1548821548821547e-05,-2.2484276729559745e-05
2010-04-13,3.5,0.01,0.41,1.9074074074074075e-05,-2.2166666666666666e-05
2010-04-14,3.9,0.01,0.41,1.9784580498866216e-05,-2.2484276729559745e-05
2010-04-15,3.9,0.01,0.41,1.9784580498866216e-05,-2.2484276729559745e-05
2010-04-16,3.95,0.01,0.11,2.1548821548821547e-05,-2.2484276729559745e-05
2010-04-17,3.9,0.01,0.41,1.9784580498866216e-05,-2.2484276729559745e-05
2010-04-18,3.9,0.01,0.21,2.0918367346938775e-05,-2.2484276729559745e-05
2010-04-19,3.9,0.01,0.11,2.1485260770975053e-05,-2.2484276729559745e-05
2010-04-20,4.0,0.01,0.11,2.161111111111111e-05,-2.2484276729559745e-05
2010-04-21,4.1,0.01,0.41,2.0098039215686274e-05,-2.258230452674897e-05
2010-04-22,4.1,0.01,0.41,2.0098039215686274e-05,-2.258230452674897e-05
2010-04-23,3.95,0.01,0.11,2.1548821548821547e-05,-2.2484276729559745e-05
2010-04-24,3.9,0.01,0.16,2.1201814058956918e-05,-2.2484276729559745e-05
2010-04-25,3.9,0.01,0.16,2.1201814058956918e-05,-2.2484276729559745e-05
2010-04-26,3.9,0.01,0.41,1.9784580498866216e-05,-2.2484276729559745e-05
2010-04-27,3.9,0.01,0.41,1.9784580498866216e-05,-2.2484276729559745e-05
2010-04-28,4.15,0.01,0.41,2.017259978425027e-05,-2.2629969418960243e-05
2010-04-29,3.95,0.01,0.16,2.1268237934904605e-05,-2.2484276729559745e-05
2010-04-30,3.93,0.01,0.11,2.1523551949515434e-05,-2.2562990499793474e-05
2010-05-01,3.9,0.01,0.21,2.0918367346938775e-05,-2.2484276729559745e-05
2010-05-02,3.9,0.01,0.21,2.0918367346938775e-05,-2.2484276729559745e-05
2010-05-03,3.95,0.01,0.41,1.986531986531987e-05,-2.2484276729559745e-05
2010-05-04,3.9,0.01,0.16,2.1201814058956918e-05,-2.2484276729559745e-05
2010-05-05,4.1,0.01,0.41,2.0098039215686274e-05,-2.2722722722722723e-05
2010-05-06,4.4,0.01,0.41,2.0524691358024695e-05,-2.2855750487329438e-05
2010-05-07,4.25,0.01,0.11,2.1904761904761906e-05,-2.2767857142857143e-05
2010-05-08,4.1,0.01,0.21,2.1187363834422658e-05,-2.2722722722722723e-05
2010-05-09,4.35,0.01,0.21,2.1495327102803736e-05,-2.3101851851851852e-05
2010-05-10,4.18,0.01,0.41,2.021664521664522e-05,-2.2794552989934872e-05
2010-05-11,4.25,0.01,0.41,2.0317460317460316e-05,-2.2855750487329438e-05
2010-05-12,4.05,0.01,0.11,2.1672167216721672e-05,-2.2484276729559745e-05
2010-05-13,4.25,0.01,0.11,2.1904761904761906e-05,-2.2767857142857143e-05
2010-05-14,4.1,0.01,0.41,2.0098039215686274e-05,-2.2484276729559745e-05
2010-05-15,4.25,0.01,0.41,2.0317460317460316e-05,-2.2855750487329438e-05
2010-05-16,4.25,0.01,0.41,2.0317460317460316e-05,-2.2855750487329438e-05
2010-05-17,4.15,0.01,0.41,2.017259978425027e-05,-2.258230452674897e-05
2010-05-18,4.18,0.01,0.11,2.1825396825396827e-05,-2.2794552989934872e-05
2010-05-19,4.18,0.01,0.41,2.021664521664522e-05,-2.2794552989934872e-05
2010-05-20,4.15,0.01,0.11,2.1790722761596547e-05,-2.2484276729559745e-05
2010-05-21,4.55,0.01,0.11,2.2222222222222223e-05,-2.3252688172043012e-05
2010-05-22,4.35,0.01,0.21,2.1495327102803736e-05,-2.2940613026819923e-05
2010-05-23,4.35,0.01,0.21,2.1495327102803736e-05,-2.2940613026819923e-05
2010-05-24,4.22,0.01,0.11,2.1871008939974454e-05,-2.2767857142857143e-05
2010-05-25,4.28,0.01,0.41,2.0359848484848485e-05,-2.2881520263719218e-05
2010-05-26,4.5,0.01,0.41,2.065656565656566e-05,-2.298195631528965e-05
2010-05-27,4.35,0.01,0.11,2.201453790238837e-05,-2.2898550724637684e-05
2010-05-28,4.4,0.01,0.11,2.2067901234567904e-05,-2.2855750487329438e-05
2010-05-29,4.35,0.01,0.21,2.1495327102803736e-05,-2.2898550724637684e-05
2010-05-30,4.35,0.01,0.21,2.1495327102803736e-05,-2.2898550724637684e-05
2010-05-31,4.35,0.01,0.11,2.201453790238837e-05,-2.2898550724637684e-05
2010-06-01,4.13,0.01,0.11,2.1767381416504226e-05,-2.2794552989934872e-05
2010-06-02,4.35,0.01,0.11,2.201453790238837e-05,-2.2898550724637684e-05
2010-06-03,4.35,0.01,0.11,2.201453790238837e-05,-2.2898550724637684e-05
2010-06-04,4.35,0.01,0.11,2.201453790238837e-05,-2.2898550724637684e-05
2010-06-05,4.35,0.01,0.21,2.1495327102803736e-05,-2.2898550724637684e-05
2010-06-06,4.35,0.01,0.21,2.1495327102803736e-05,-2.2898550724637684e-05
2010-06-07,4.23,0.01,0.11,2.188230295304865e-05,-2.27856860419138e-05
2010-06-08,4.35,0.01,0.11,2.201453790238837e-05,-2.2898550724637684e-05
2010-06-09,4.35,0.01,0.11,2.201453790238837e-05,-2.2898550724637684e-05
2010-06-10,4.15,0.01,0.11,2.1790722761596547e-05,-2.2484276729559745e-05
2010-06-11,4.18,0.01,0.11,2.1825396825396827e-05,-2.2838419405320813e-05
2010-06-12,4.35,0.01,0.21,2.1495327102803736e-05,-2.2898550724637684e-05
2010-06-13,4.58,0.01,0.21,2.1754281162883315e-05,-2.3054620276842503e-05
2010-06-14,4.35,0.01,0.11,2.201453790238837e-05,-2.2898550724637684e-05
2010-06-15,4.35,0.01,0.11,2.201453790238837e-05,-2.2898550724637684e-05
2010-06-16,4.18,0.01,0.11,2.1825396825396827e-05,-2.292387543252595e-05
2010-06-17,4.35,0.01,0.11,2.201453790238837e-05,-2.2898550724637684e-05
2010-06-18,4.35,0.01,0.11,2.201453790238837e-05,-2.2898550724637684e-05
2010-06-19,4.35,0.01,0.21,2.1495327102803736e-05,-2.2898550724637684e-05
2010-06-20,4.35,0.01,0.21,2.1495327102803736e-05,-2.2898550724637684e-05
2010-06-21,4.35,0.01,0.11,2.201453790238837e-05,-2.2898550724637684e-05
2010-06-22,4.17,0.01,0.11,2.1813883516011175e-05,-2.292387543252595e-05
2010-06-23,4.45,0.01,0.11,2.2120285423037715e-05,-2.2948938611589213e-05
2010-06-24,4.23,0.01,0.11,2.188230295304865e-05,-2.2794552989934872e-05
2010-06-25,4.18,0.01,0.11,2.1825396825396827e-05,-2.2881520263719218e-05
2010-06-26,4.3,0.01,0.15,2.1750524109014675e-05,-2.2820965842167256e-05
2010-06-27,4.15,0.01,0.15,2.1574973031283714e-05,-2.2722722722722723e-05
2010-06-28,4.23,0.01,0.11,2.188230295304865e-05,-2.2794552989934872e-05
