,Open Bid_x,Open Bid_y,Open Ask_y,Long Swap AUDCHF,Short Swap AUDCHF
2019-04-21,1.65,-0.92,-0.67,2.4318658280922434e-05,-2.7049180327868853e-05
2019-04-22,1.6,-0.92,-0.67,2.4252136752136752e-05,-2.710641154749916e-05
2019-04-23,1.6,-0.92,-0.67,2.4252136752136752e-05,-2.7096114519427405e-05
2019-04-24,1.65,-0.92,-0.67,2.4318658280922434e-05,-2.7104377104377107e-05
2019-04-25,1.67,-0.92,-0.67,2.4344569288389513e-05,-2.706093189964158e-05
2019-04-26,1.55,-0.92,-0.67,2.4183006535947712e-05,-2.7065527065527066e-05
2019-04-27,1.6,-0.92,-0.67,2.4252136752136752e-05,-2.706093189964158e-05
2019-04-28,1.65,-0.92,-0.67,2.4318658280922434e-05,-2.7049180327868853e-05
2019-04-29,1.56,-0.92,-0.67,2.419704861111111e-05,-2.697841726618705e-05
2019-04-30,1.45,-0.92,-0.67,2.4036281179138324e-05,-2.7024482109227873e-05
2019-05-01,1.45,-0.92,-0.67,2.4036281179138324e-05,-2.7024482109227873e-05
2019-05-02,1.57,-0.92,-0.67,2.421098140942499e-05,-2.6981282357626444e-05
2019-05-03,1.59,-0.92,-0.67,2.4238524238524238e-05,-2.6966747769667478e-05
2019-05-04,1.5,-0.92,-0.67,2.4111111111111113e-05,-2.7037037037037037e-05
2019-05-05,1.55,-0.92,-0.67,2.4183006535947712e-05,-2.7024482109227873e-05
2019-05-06,1.63,-0.92,-0.67,2.4292353189691595e-05,-2.697841726618705e-05
2019-05-07,1.55,-0.92,-0.67,2.4183006535947712e-05,-2.7016742770167428e-05
2019-05-08,1.45,-0.92,-0.67,2.4036281179138324e-05,-2.7024482109227873e-05
2019-05-09,1.55,-0.92,-0.67,2.4183006535947712e-05,-2.7016742770167428e-05
2019-05-10,1.53,-0.92,-0.67,2.415458937198068e-05,-2.700884275278739e-05
2019-05-12,1.55,-0.92,-0.67,2.4183006535947712e-05,-2.699805068226121e-05
2019-05-13,1.49,-0.92,-0.67,2.4096385542168677e-05,-2.700617283950617e-05
2019-05-14,1.48,-0.92,-0.67,2.4081541218637996e-05,-2.7003484320557494e-05
2019-05-15,1.48,-0.92,-0.67,2.4081541218637996e-05,-2.7000777000777e-05
2019-05-16,1.46,-0.92,-0.67,2.405149051490515e-05,-2.700617283950617e-05
2019-05-17,1.55,-0.92,-0.67,2.4183006535947712e-05,-2.6954732510288066e-05
2019-05-18,1.47,-0.92,-0.67,2.4066576698155647e-05,-2.698975571315997e-05
2019-05-19,1.52,-0.92,-0.67,2.414021164021164e-05,-2.697553148816687e-05
2019-05-20,1.5,-0.92,-0.67,2.4111111111111113e-05,-2.7003484320557494e-05
2019-05-21,1.46,-0.92,-0.67,2.405149051490515e-05,-2.699805068226121e-05
2019-05-22,1.44,-0.92,-0.67,2.402094717668488e-05,-2.6963776963776963e-05
2019-05-23,1.37,-0.92,-0.67,2.3909985935302395e-05,-2.699805068226121e-05
2019-05-24,1.37,-0.92,-0.67,2.3909985935302395e-05,-2.7016742770167428e-05
2019-05-25,1.35,-0.92,-0.67,2.3877068557919624e-05,-2.6954732510288066e-05
2019-05-26,1.4,-0.92,-0.67,2.3958333333333337e-05,-2.6939203354297693e-05
2019-05-27,1.41,-0.92,-0.67,2.39741816505302e-05,-2.70193401592719e-05
2019-05-28,1.42,-0.92,-0.67,2.398989898989899e-05,-2.7011494252873566e-05
2019-05-29,1.41,-0.92,-0.67,2.39741816505302e-05,-2.696078431372549e-05
2019-05-30,1.32,-0.92,-0.67,2.3826628352490426e-05,-2.6929601357082277e-05
2019-05-31,1.13,-0.92,-0.67,2.347417840375587e-05,-2.690631808278867e-05
2019-06-02,1.35,-0.92,-0.67,2.3877068557919624e-05,-2.6923076923076923e-05
2019-06-03,1.11,-0.92,-0.67,2.34333859926277e-05,-2.6824034334763947e-05
2019-06-04,1.13,-0.92,-0.67,2.347417840375587e-05,-2.690631808278867e-05
2019-06-05,1.2,-0.92,-0.67,2.3611111111111117e-05,-2.689594356261023e-05
2019-06-06,1.21,-0.92,-0.67,2.3629964806435394e-05,-2.6909722222222222e-05
2019-06-07,1.28,-0.92,-0.67,2.3757309941520467e-05,-2.6945484810653354e-05
2019-06-08,1.3,-0.92,-0.67,2.3792270531400963e-05,-2.6923076923076923e-05
2019-06-09,1.23,-0.92,-0.67,2.3667164922770304e-05,-2.691645133505599e-05
2019-06-10,1.33,-0.92,-0.67,2.3843586075345734e-05,-2.6954732510288066e-05
2019-06-11,1.33,-0.92,-0.67,2.3843586075345734e-05,-2.6939203354297693e-05
2019-06-12,1.29,-0.92,-0.67,2.3774866569626396e-05,-2.6902887139107612e-05
2019-06-13,1.21,-0.92,-0.67,2.3629964806435394e-05,-2.6888888888888887e-05
2019-06-14,1.25,-0.92,-0.67,2.3703703703703703e-05,-2.6851851851851855e-05
2019-06-15,1.15,-0.92,-0.67,2.3514211886304908e-05,-2.690631808278867e-05
2019-06-16,1.2,-0.92,-0.67,2.3611111111111117e-05,-2.6888888888888887e-05
2019-06-17,1.18,-0.92,-0.67,2.3572884811416925e-05,-2.6929601357082277e-05
2019-06-18,1.23,-0.92,-0.67,2.3667164922770304e-05,-2.690631808278867e-05
2019-06-19,1.21,-0.92,-0.67,2.3629964806435394e-05,-2.689594356261023e-05
2019-06-20,1.23,-0.92,-0.67,2.3667164922770304e-05,-2.684407096171802e-05
2019-06-21,1.23,-0.92,-0.67,2.3667164922770304e-05,-2.688172043010753e-05
2019-06-22,1.15,-0.92,-0.67,2.3514211886304908e-05,-2.690631808278867e-05
2019-06-23,1.2,-0.92,-0.67,2.3611111111111117e-05,-2.6888888888888887e-05
2019-06-24,1.43,-0.92,-0.67,2.4005486968449934e-05,-2.7122254998361194e-05
2019-06-25,1.45,-0.92,-0.67,2.4036281179138324e-05,-2.7087646652864048e-05
2019-06-26,1.38,-0.92,-0.67,2.392623716153128e-05,-2.6932826362484153e-05
2019-06-27,1.3,-0.92,-0.67,2.3792270531400963e-05,-2.6954732510288066e-05
2019-06-28,1.23,-0.92,-0.67,2.3667164922770304e-05,-2.684407096171802e-05
2019-06-29,1.15,-0.92,-0.67,2.3514211886304908e-05,-2.690631808278867e-05
2019-06-30,1.2,-0.92,-0.67,2.3611111111111117e-05,-2.6888888888888887e-05
2019-07-01,1.25,-0.92,-0.67,2.3703703703703703e-05,-2.688172043010753e-05
2019-07-02,1.04,-0.92,-0.67,2.3284313725490196e-05,-2.686703096539162e-05
2019-07-03,1.03,-0.92,-0.67,2.3262178434592228e-05,-2.686703096539162e-05
2019-07-04,1.03,-0.92,-0.67,2.3262178434592228e-05,-2.686328303612254e-05
2019-07-05,1.02,-0.92,-0.67,2.3239823982398245e-05,-2.6855693868142e-05
2019-07-07,1.0,-0.92,-0.67,2.319444444444444e-05,-2.681159420289855e-05
2019-07-08,1.02,-0.92,-0.67,2.3239823982398245e-05,-2.6870748299319727e-05
2019-07-09,1.0,-0.92,-0.67,2.319444444444444e-05,-2.688172043010753e-05
2019-07-10,1.02,-0.92,-0.67,2.3239823982398245e-05,-2.687809266756635e-05
2019-07-11,1.0,-0.92,-0.67,2.319444444444444e-05,-2.6902887139107612e-05
2019-07-12,1.06,-0.92,-0.67,2.3327939590075515e-05,-2.6923076923076923e-05
2019-07-13,1.0,-0.92,-0.67,2.319444444444444e-05,-2.6851851851851855e-05
2019-07-14,0.91,-0.92,-0.67,2.2978475858057012e-05,-2.6794493608652902e-05
2019-07-15,0.99,-0.92,-0.67,2.31714126186488e-05,-2.6772247360482656e-05
2019-07-16,1.1,-0.92,-0.67,2.341269841269841e-05,-2.689594356261023e-05
2019-07-17,1.02,-0.92,-0.67,2.3239823982398245e-05,-2.6859504132231405e-05
2019-07-18,1.05,-0.92,-0.67,2.3306233062330625e-05,-2.6892430278884462e-05
2019-07-19,1.07,-0.92,-0.67,2.3349436392914656e-05,-2.689594356261023e-05
2019-07-20,1.05,-0.92,-0.67,2.3306233062330625e-05,-2.6870748299319727e-05
2019-07-21,1.1,-0.92,-0.67,2.341269841269841e-05,-2.6851851851851855e-05
2019-07-22,1.08,-0.92,-0.67,2.3370726495726494e-05,-2.686328303612254e-05
2019-07-23,1.07,-0.92,-0.67,2.3349436392914656e-05,-2.687443541102078e-05
2019-07-24,1.05,-0.92,-0.67,2.3306233062330625e-05,-2.686328303612254e-05
2019-07-25,1.16,-0.92,-0.67,2.353395061728395e-05,-2.686703096539162e-05
2019-07-26,1.15,-0.92,-0.67,2.3514211886304908e-05,-2.687443541102078e-05
2019-07-28,0.85,-0.92,-0.67,2.2822822822822822e-05,-2.690631808278867e-05
2019-07-29,1.12,-0.92,-0.67,2.3453878406708595e-05,-2.6847977684797767e-05
2019-07-30,1.07,-0.92,-0.67,2.3349436392914656e-05,-2.6851851851851855e-05
2019-07-31,1.07,-0.92,-0.67,2.3349436392914656e-05,-2.6840131270511016e-05
2019-08-01,0.98,-0.92,-0.67,2.314814814814815e-05,-2.6767676767676767e-05
2019-08-02,0.85,-0.92,-0.67,2.2822822822822822e-05,-2.6776776776776777e-05
2019-08-04,0.9,-0.92,-0.67,2.2953216374269005e-05,-2.6767676767676767e-05
2019-08-05,0.9,-0.92,-0.67,2.2953216374269005e-05,-2.6815776815776814e-05
2019-08-06,0.92,-0.92,-0.67,2.3003472222222222e-05,-2.6790123456790126e-05
2019-08-07,0.94,-1.22,-0.97,2.7348224513172965e-05,-3.036723163841808e-05
2019-08-08,1.1,-1.22,-0.97,2.738095238095238e-05,-3.042328042328042e-05
2019-08-09,1.0,-1.22,-0.97,2.736111111111111e-05,-3.0345471521942105e-05
2019-08-10,0.85,-0.94,-0.69,2.3123123123123122e-05,-2.7037037037037034e-05
2019-08-11,0.77,-0.94,-0.69,2.29127432517263e-05,-2.69916142557652e-05
2019-08-12,0.83,-0.94,-0.69,2.3072252580449305e-05,-2.6936026936026937e-05
2019-08-13,0.91,-0.94,-0.69,2.326934264107039e-05,-2.7074542897327705e-05
2019-08-14,0.91,-0.94,-0.69,2.326934264107039e-05,-2.705938697318008e-05
2019-08-15,1.0,-0.94,-0.69,2.3472222222222223e-05,-2.7074542897327705e-05
2019-08-16,0.97,-0.94,-0.69,2.340665538635082e-05,-2.7056277056277056e-05
2019-08-17,0.85,-0.94,-0.69,2.3123123123123122e-05,-2.7037037037037034e-05
2019-08-19,0.92,-0.94,-0.69,2.3292824074074075e-05,-2.7020202020202015e-05
2019-08-20,0.92,-0.94,-0.69,2.3292824074074075e-05,-2.6998961578400832e-05
2019-08-21,0.89,-0.94,-0.69,2.3221634332745443e-05,-2.7013251783893983e-05
2019-08-22,0.94,-0.94,-0.69,2.3339060710194726e-05,-2.7065527065527066e-05
2019-08-23,0.97,-0.94,-0.69,2.340665538635082e-05,-2.70624701955174e-05
2019-08-25,0.8,-0.94,-0.69,2.2993827160493825e-05,-2.698412698412698e-05
2019-08-26,0.96,-0.94,-0.69,2.33843537414966e-05,-2.707156308851224e-05
2019-08-27,0.96,-0.94,-0.69,2.33843537414966e-05,-2.7053140096618354e-05
2019-08-28,0.96,-0.94,-0.69,2.33843537414966e-05,-2.707749766573296e-05
2019-08-29,0.96,-0.94,-0.69,2.33843537414966e-05,-2.7056277056277056e-05
2019-08-30,0.9,-0.94,-0.69,2.3245614035087718e-05,-2.7016742770167428e-05
2019-08-31,0.8,-0.94,-0.69,2.2993827160493825e-05,-2.698412698412698e-05
2019-09-01,0.8,-0.94,-0.69,2.2993827160493825e-05,-2.698412698412698e-05
2019-09-02,0.88,-0.94,-0.69,2.319739952718676e-05,-2.7013251783893983e-05
2019-09-03,0.88,-0.94,-0.69,2.319739952718676e-05,-2.7002583979328165e-05
2019-09-04,0.85,-0.92,-0.77,2.4324324324324327e-05,-2.6753712237583208e-05
2019-09-05,0.85,-0.92,-0.77,2.4324324324324327e-05,-2.674418604651163e-05
2019-09-06,0.84,-0.92,-0.77,2.4305555555555558e-05,-2.672459189046867e-05
2019-09-07,0.8,-0.92,-0.77,2.4228395061728396e-05,-2.6719576719576723e-05
2019-09-08,0.8,-0.92,-0.77,2.4228395061728396e-05,-2.6719576719576723e-05
2019-09-09,0.82,-0.92,-0.77,2.4267399267399267e-05,-2.6677667766776677e-05
2019-09-10,0.74,-0.92,-0.77,2.410600255427842e-05,-2.664399092970522e-05
2019-09-11,0.67,-0.92,-0.77,2.3952095808383234e-05,-2.6661083193746513e-05
2019-09-12,0.94,-0.92,-0.77,2.4484536082474227e-05,-2.674418604651163e-05
2019-09-13,0.94,-0.92,-0.77,2.4484536082474227e-05,-2.6776776776776777e-05
2019-09-14,0.9,-0.92,-0.77,2.4415204678362572e-05,-2.674418604651163e-05
2019-09-15,0.9,-0.92,-0.77,2.4415204678362572e-05,-2.674418604651163e-05
2019-09-16,1.0,-0.92,-0.77,2.4583333333333332e-05,-2.674418604651163e-05
2019-09-17,0.97,-0.92,-0.77,2.4534686971235193e-05,-2.6819923371647513e-05
2019-09-18,0.81,-0.92,-0.77,2.4248004910988336e-05,-2.6819923371647513e-05
2019-09-19,0.89,-0.92,-0.77,2.4397413286302178e-05,-2.6739356178608515e-05
2019-09-20,0.53,-0.92,-0.77,2.3602033405954976e-05,-2.650793650793651e-05
2019-09-21,0.7,-0.92,-0.77,2.401960784313726e-05,-2.681159420289855e-05
2019-09-22,0.7,-0.92,-0.77,2.401960784313726e-05,-2.681159420289855e-05
2019-09-23,0.77,-0.92,-0.77,2.4168236032642812e-05,-2.6661083193746513e-05
2019-09-24,0.78,-0.92,-0.77,2.418851435705368e-05,-2.6666666666666667e-05
2019-09-25,0.47,-0.92,-0.77,2.343159486016629e-05,-2.6462853385930307e-05
2019-09-26,0.65,-0.92,-0.77,2.3905723905723904e-05,-2.6936026936026937e-05
2019-09-27,0.65,-0.92,-0.77,2.3905723905723904e-05,-2.684407096171802e-05
2019-09-28,0.3,-0.92,-0.77,2.2863247863247862e-05,-2.6344086021505376e-05
2019-09-29,0.6,-0.92,-0.77,2.378472222222222e-05,-2.6666666666666667e-05
2019-09-30,0.6,-0.92,-0.77,2.378472222222222e-05,-2.6666666666666667e-05
2019-10-01,0.6,-0.92,-0.77,2.378472222222222e-05,-2.6666666666666667e-05
2019-10-02,0.6,-0.92,-0.77,2.378472222222222e-05,-2.6666666666666667e-05
2019-10-03,0.45,-0.92,-0.77,2.3371647509578545e-05,-2.6576576576576577e-05
2019-10-04,0.6,-0.92,-0.77,2.378472222222222e-05,-2.6666666666666667e-05
2019-10-05,0.65,-0.92,-0.77,2.3905723905723904e-05,-2.6693766937669378e-05
2019-10-06,0.65,-0.92,-0.77,2.3905723905723904e-05,-2.6693766937669378e-05
2019-10-07,0.65,-0.92,-0.77,2.3905723905723904e-05,-2.6693766937669378e-05
2019-10-08,0.7,-0.92,-0.77,2.401960784313726e-05,-2.6719576719576723e-05
2019-10-09,0.7,-0.92,-0.77,2.401960784313726e-05,-2.6719576719576723e-05
2019-10-10,0.7,-0.92,-0.77,2.401960784313726e-05,-2.6719576719576723e-05
2019-10-11,0.7,-0.92,-0.77,2.401960784313726e-05,-2.6719576719576723e-05
2019-10-12,0.7,-0.92,-0.77,2.401960784313726e-05,-2.6719576719576723e-05
2019-10-13,0.7,-0.92,-0.77,2.401960784313726e-05,-2.6719576719576723e-05
2019-10-14,0.7,-0.92,-0.77,2.401960784313726e-05,-2.6719576719576723e-05
2019-10-15,0.7,-0.92,-0.77,2.401960784313726e-05,-2.6719576719576723e-05
2019-10-16,0.7,-0.92,-0.77,2.401960784313726e-05,-2.6719576719576723e-05
2019-10-17,0.7,-0.92,-0.77,2.401960784313726e-05,-2.6719576719576723e-05
2019-10-18,0.7,-0.92,-0.77,2.401960784313726e-05,-2.6719576719576723e-05
2019-10-19,0.8,-0.92,-0.77,2.4228395061728396e-05,-2.6767676767676767e-05
2019-10-20,0.8,-0.92,-0.77,2.4228395061728396e-05,-2.6767676767676767e-05
2019-10-21,0.8,-0.92,-0.77,2.4228395061728396e-05,-2.6767676767676767e-05
2019-10-22,0.85,-0.92,-0.77,2.4324324324324327e-05,-2.6790123456790126e-05
2019-10-23,0.85,-0.92,-0.77,2.4324324324324327e-05,-2.6790123456790126e-05
2019-10-24,0.85,-0.92,-0.77,2.4324324324324327e-05,-2.6790123456790126e-05
2019-10-25,0.85,-0.92,-0.77,2.4324324324324327e-05,-2.6790123456790126e-05
2019-10-26,0.85,-0.92,-0.77,2.4324324324324327e-05,-2.6790123456790126e-05
2019-10-27,0.85,-0.92,-0.77,2.4324324324324327e-05,-2.6790123456790126e-05
2019-10-28,0.85,-0.92,-0.77,2.4324324324324327e-05,-2.6790123456790126e-05
2019-10-29,0.85,-0.92,-0.77,2.4324324324324327e-05,-2.6790123456790126e-05
2019-10-30,0.85,-0.92,-0.77,2.4324324324324327e-05,-2.6790123456790126e-05
2019-10-31,0.85,-0.92,-0.77,2.4324324324324327e-05,-2.6790123456790126e-05
2019-11-01,0.6,-0.92,-0.77,2.378472222222222e-05,-2.6666666666666667e-05
2019-11-02,0.5,-0.92,-0.77,2.3518518518518518e-05,-2.6608187134502925e-05
2019-11-03,0.5,-0.92,-0.77,2.3518518518518518e-05,-2.6608187134502925e-05
2019-11-04,0.5,-0.92,-0.77,2.3518518518518518e-05,-2.6608187134502925e-05
2019-11-05,0.5,-0.93,-0.62,2.0740740740740737e-05,-2.675438596491228e-05
2019-11-06,0.5,-0.92,-0.77,2.3518518518518518e-05,-2.6608187134502925e-05
2019-11-07,0.6,-0.92,-0.77,2.378472222222222e-05,-2.6666666666666667e-05
2019-11-08,0.6,-0.92,-0.77,2.378472222222222e-05,-2.6666666666666667e-05
2019-11-09,0.6,-0.92,-0.77,2.378472222222222e-05,-2.6666666666666667e-05
2019-11-10,0.6,-0.82,-0.62,2.1180555555555553e-05,-2.5277777777777776e-05
2019-11-11,0.6,-0.92,-0.77,2.378472222222222e-05,-2.6666666666666667e-05
2019-11-12,0.7,-0.92,-0.77,2.401960784313726e-05,-2.6719576719576723e-05
2019-11-13,0.65,-0.92,-0.77,2.3905723905723904e-05,-2.6693766937669378e-05
2019-11-14,0.65,-0.92,-0.77,2.3905723905723904e-05,-2.6693766937669378e-05
2019-11-15,0.65,-0.92,-0.77,2.3905723905723904e-05,-2.6693766937669378e-05
2019-11-16,0.65,-0.92,-0.77,2.3905723905723904e-05,-2.6693766937669378e-05
2019-11-17,0.65,-0.92,-0.77,2.3905723905723904e-05,-2.6693766937669378e-05
2019-11-18,0.65,-0.92,-0.77,2.3905723905723904e-05,-2.6693766937669378e-05
2019-11-19,0.65,-0.92,-0.77,2.3905723905723904e-05,-2.6693766937669378e-05
2019-11-20,0.6,-0.92,-0.77,2.378472222222222e-05,-2.6666666666666667e-05
2019-11-21,0.6,-0.92,-0.77,2.378472222222222e-05,-2.6666666666666667e-05
2019-11-22,0.6,-0.87,-0.62,2.1180555555555553e-05,-2.5972222222222226e-05
2019-11-23,0.6,-0.92,-0.77,2.378472222222222e-05,-2.6666666666666667e-05
2019-11-24,0.6,-0.92,-0.77,2.378472222222222e-05,-2.6666666666666667e-05
2019-11-25,0.6,-0.92,-0.77,2.378472222222222e-05,-2.6666666666666667e-05
2019-11-26,0.55,-0.92,-0.77,2.3655913978494623e-05,-2.6638176638176638e-05
2019-11-27,0.67,-0.92,-0.77,2.3952095808383234e-05,-2.6704240472356414e-05
2019-11-28,0.67,-0.92,-0.77,2.3952095808383234e-05,-2.6704240472356414e-05
2019-11-29,0.67,-0.92,-0.77,2.3952095808383234e-05,-2.6704240472356414e-05
2019-11-30,0.6,-0.92,-0.77,2.378472222222222e-05,-2.6608187134502925e-05
2019-12-01,0.6,-0.92,-0.77,2.378472222222222e-05,-2.6608187134502925e-05
2019-12-02,0.6,-0.92,-0.77,2.378472222222222e-05,-2.6608187134502925e-05
2019-12-03,0.6,-0.92,-0.77,2.378472222222222e-05,-2.6608187134502925e-05
2019-12-04,0.6,-0.92,-0.77,2.378472222222222e-05,-2.6608187134502925e-05
2019-12-05,0.75,-0.92,-0.77,2.4126984126984128e-05,-2.6666666666666667e-05
2019-12-06,0.75,-0.92,-0.77,2.4126984126984128e-05,-2.6666666666666667e-05
2019-12-07,0.75,-0.92,-0.77,2.4126984126984128e-05,-2.6666666666666667e-05
2019-12-08,0.75,-0.92,-0.77,2.4126984126984128e-05,-2.6666666666666667e-05
2019-12-09,0.75,-0.92,-0.77,2.4126984126984128e-05,-2.6666666666666667e-05
2019-12-10,0.75,-0.92,-0.77,2.4126984126984128e-05,-2.6666666666666667e-05
2019-12-11,0.65,-0.92,-0.77,2.3905723905723904e-05,-2.6638176638176638e-05
2019-12-12,0.65,-0.92,-0.77,2.3905723905723904e-05,-2.6638176638176638e-05
2019-12-13,0.75,-0.92,-0.77,2.4126984126984128e-05,-2.6693766937669378e-05
2019-12-14,0.75,-0.92,-0.77,2.4126984126984128e-05,-2.6693766937669378e-05
2019-12-15,0.75,-0.92,-0.77,2.4126984126984128e-05,-2.6693766937669378e-05
2019-12-16,0.75,-0.92,-0.77,2.4126984126984128e-05,-2.6693766937669378e-05
2019-12-17,0.75,-0.92,-0.77,2.4126984126984128e-05,-2.6693766937669378e-05
2019-12-18,0.75,-0.92,-0.77,2.4126984126984128e-05,-2.6693766937669378e-05
2019-12-19,0.75,-0.92,-0.77,2.4126984126984128e-05,-2.6693766937669378e-05
2019-12-20,0.75,-0.9,-0.62,2.1746031746031746e-05,-2.6422764227642275e-05
2019-12-21,0.7,-0.92,-0.77,2.401960784313726e-05,-2.6666666666666667e-05
2019-12-22,0.7,-0.92,-0.77,2.401960784313726e-05,-2.6666666666666667e-05
2019-12-23,0.7,-0.92,-0.77,2.401960784313726e-05,-2.6666666666666667e-05
2019-12-24,0.58,-0.92,-0.77,2.3734177215189873e-05,-2.649325626204239e-05
2019-12-26,0.58,-0.92,-0.77,2.3734177215189873e-05,-2.649325626204239e-05
2019-12-27,0.56,-0.92,-0.77,2.3682336182336182e-05,-2.688172043010753e-05
2019-12-29,0.7,-0.92,-0.77,2.401960784313726e-05,-2.6719576719576723e-05
2019-12-30,0.6,-0.92,-0.77,2.378472222222222e-05,-2.650793650793651e-05
2019-12-31,0.6,-0.92,-0.77,2.378472222222222e-05,-2.6888888888888887e-05
2020-01-01,0.6,-0.92,-0.77,2.378472222222222e-05,-2.6888888888888887e-05
2020-01-02,0.6,-0.92,-0.77,2.378472222222222e-05,-2.6888888888888887e-05
2020-01-03,0.75,-0.92,-0.77,2.4126984126984128e-05,-2.6719576719576723e-05
2020-01-04,0.75,-0.92,-0.77,2.4126984126984128e-05,-2.6719576719576723e-05
2020-01-05,0.75,-0.92,-0.77,2.4126984126984128e-05,-2.6719576719576723e-05
2020-01-06,0.75,-0.92,-0.77,2.4126984126984128e-05,-2.6719576719576723e-05
2020-01-07,0.9,-0.92,-0.77,2.4415204678362572e-05,-2.6767676767676767e-05
2020-01-08,0.85,-0.77,-0.62,2.2072072072072073e-05,-2.48062015503876e-05
2020-01-09,0.85,-0.77,-0.62,2.2072072072072073e-05,-2.48062015503876e-05
2020-01-10,0.85,-0.77,-0.62,2.2072072072072073e-05,-2.48062015503876e-05
2020-01-11,0.85,-0.77,-0.62,2.2072072072072073e-05,-2.48062015503876e-05
2020-01-12,0.85,-0.77,-0.62,2.2072072072072073e-05,-2.48062015503876e-05
2020-01-13,0.85,-0.77,-0.62,2.2072072072072073e-05,-2.48062015503876e-05
2020-01-14,0.75,-0.77,-0.62,2.1746031746031746e-05,-2.4661246612466125e-05
2020-01-15,0.83,-0.77,-0.62,2.200971463266545e-05,-2.477829942618675e-05
2020-01-16,0.9,-0.77,-0.62,2.2222222222222223e-05,-2.4873737373737374e-05
2020-01-17,0.9,-0.9,-0.62,2.2222222222222223e-05,-2.6515151515151516e-05
2020-01-18,0.9,-0.77,-0.62,2.2222222222222223e-05,-2.4873737373737374e-05
2020-01-19,0.9,-0.77,-0.62,2.2222222222222223e-05,-2.4873737373737374e-05
2020-01-20,0.9,-0.77,-0.62,2.2222222222222223e-05,-2.4873737373737374e-05
2020-01-21,0.9,-0.9,-0.62,2.2222222222222223e-05,-2.6515151515151516e-05
2020-01-22,0.7,-0.9,-0.62,2.156862745098039e-05,-2.638888888888889e-05
2020-01-23,0.75,-0.9,-0.62,2.1746031746031746e-05,-2.645502645502646e-05
2020-01-24,0.85,-0.77,-0.62,2.2072072072072073e-05,-2.4873737373737374e-05
2020-01-25,0.85,-0.77,-0.62,2.2072072072072073e-05,-2.5e-05
2020-01-26,0.85,-0.77,-0.62,2.2072072072072073e-05,-2.5e-05
2020-01-27,0.85,-0.77,-0.62,2.2072072072072073e-05,-2.5e-05
2020-01-28,0.85,-0.77,-0.62,2.2072072072072073e-05,-2.5e-05
2020-01-29,0.85,-0.77,-0.62,2.2072072072072073e-05,-2.5e-05
2020-01-30,0.85,-0.77,-0.62,2.2072072072072073e-05,-2.5059101654846333e-05
2020-01-31,0.75,-0.77,-0.62,2.1746031746031746e-05,-2.493827160493827e-05
2020-02-01,0.85,-0.77,-0.62,2.2072072072072073e-05,-2.5059101654846333e-05
2020-02-02,0.85,-0.77,-0.62,2.2072072072072073e-05,-2.5059101654846333e-05
2020-02-03,0.85,-0.77,-0.62,2.2072072072072073e-05,-2.5059101654846333e-05
2020-02-04,1.0,-0.77,-0.62,2.25e-05,-2.5e-05
2020-02-05,0.85,-0.77,-0.62,2.2072072072072073e-05,-2.48062015503876e-05
2020-02-06,0.85,-0.77,-0.62,2.2072072072072073e-05,-2.48062015503876e-05
2020-02-07,0.9,-0.77,-0.62,2.2222222222222223e-05,-2.4873737373737374e-05
2020-02-08,0.78,-0.77,-0.62,2.1847690387016232e-05,-2.4706196581196583e-05
2020-02-09,0.78,-0.77,-0.62,2.1847690387016232e-05,-2.4706196581196583e-05
2020-02-10,0.78,-0.77,-0.62,2.1847690387016232e-05,-2.4706196581196583e-05
2020-02-11,0.7,-0.77,-0.62,2.156862745098039e-05,-2.4583333333333332e-05
2020-02-12,0.85,-0.77,-0.62,2.2072072072072073e-05,-2.48062015503876e-05
2020-02-13,0.85,-0.77,-0.62,2.2072072072072073e-05,-2.48062015503876e-05
2020-02-14,0.85,-0.77,-0.62,2.2072072072072073e-05,-2.48062015503876e-05
2020-02-15,0.85,-0.77,-0.62,2.2072072072072073e-05,-2.48062015503876e-05
2020-02-16,0.85,-0.77,-0.62,2.2072072072072073e-05,-2.48062015503876e-05
2020-02-17,0.85,-0.77,-0.62,2.2072072072072073e-05,-2.48062015503876e-05
2020-02-18,0.8,-0.77,-0.62,2.191358024691358e-05,-2.4735449735449737e-05
2020-02-19,0.8,-0.77,-0.62,2.191358024691358e-05,-2.4735449735449737e-05
2020-02-20,0.8,-0.9,-0.62,2.191358024691358e-05,-2.645502645502646e-05
2020-02-21,0.8,-0.77,-0.62,2.191358024691358e-05,-2.4735449735449737e-05
2020-02-22,0.7,-0.77,-0.62,2.156862745098039e-05,-2.4583333333333332e-05
2020-02-23,0.7,-0.77,-0.62,2.156862745098039e-05,-2.4583333333333332e-05
2020-02-24,0.7,-0.77,-0.62,2.156862745098039e-05,-2.4583333333333332e-05
2020-02-25,0.7,-0.77,-0.62,2.156862745098039e-05,-2.4583333333333332e-05
2020-02-26,0.75,-0.77,-0.62,2.1746031746031746e-05,-2.4661246612466125e-05
2020-02-27,0.65,-0.77,-0.62,2.138047138047138e-05,-2.45014245014245e-05
2020-02-28,0.65,-0.77,-0.62,2.138047138047138e-05,-2.45014245014245e-05
2020-02-29,0.6,-0.77,-0.62,2.1180555555555553e-05,-2.4415204678362572e-05
2020-03-01,0.6,-0.77,-0.62,2.1180555555555553e-05,-2.4415204678362572e-05
2020-03-02,0.6,-0.77,-0.62,2.1180555555555553e-05,-2.4415204678362572e-05
