,Open Bid_x,Open Bid_y,Open Ask_y,Long Swap AUDNZD,Short Swap AUDNZD
2008-09-21,7.5,8.11,8.26,-2.4836601307189527e-06,3.395061728395037e-07
2008-09-22,7.5,8.11,8.26,-2.4836601307189527e-06,3.395061728395037e-07
2008-09-23,6.85,8.11,8.26,-4.9893842887473454e-06,3.2719836400817994e-06
2008-09-24,7.0,8.17,8.32,-4.583333333333334e-06,3.0976430976430993e-06
2008-09-25,6.4,8.17,8.32,-7.207207207207207e-06,5.738304093567255e-06
2008-09-26,6.92,8.17,8.32,-4.910213243546581e-06,2.474267616785431e-06
2008-09-27,7.31,8.17,8.32,-3.3761198021125844e-06,1.1350737797956896e-06
2008-09-28,7.31,8.17,8.32,-3.3761198021125844e-06,1.1350737797956896e-06
2008-09-29,7.11,8.17,8.32,-4.1444033429236896e-06,1.8066847335140054e-06
2008-09-30,7.0,8.17,8.32,-4.583333333333334e-06,2.1895424836601318e-06
2008-10-01,7.25,8.17,8.32,-3.602693602693601e-06,1.3333333333333345e-06
2008-10-02,7.0,8.3,8.45,-5.03472222222222e-06,2.6143790849673233e-06
2008-10-03,6.97,8.2,8.3,-4.635438449742093e-06,2.3940705758887575e-06
2008-10-04,6.97,8.2,8.3,-4.635438449742093e-06,2.3940705758887575e-06
2008-10-05,6.97,8.2,8.3,-4.635438449742093e-06,2.3940705758887575e-06
2008-10-06,6.97,8.27,8.42,-5.05367349783912e-06,2.6236389872753563e-06
2008-10-07,6.75,8.17,8.32,-5.627240143369177e-06,4.0625e-06
2008-10-08,5.62,8.17,8.32,-1.1329305135951663e-05,7.997815230961301e-06
2008-10-09,6.37,8.2,8.3,-7.274234886175185e-06,4.694338557108564e-06
2008-10-10,6.12,8.2,8.3,-8.504993757802751e-06,5.759696704578592e-06
2008-10-11,6.25,8.2,8.3,-7.854406130268203e-06,6.991685563114136e-06
2008-10-12,5.92,8.17,8.32,-9.633911368015415e-06,8.250825082508252e-06
2008-10-13,6.37,8.17,8.32,-7.349615558570782e-06,4.588451221233938e-06
2008-10-14,6.07,8.2,8.3,-8.761590444758764e-06,5.981212388081605e-06
2008-10-15,6.02,8.05,8.15,-8.428300094966763e-06,7.283434061676741e-06
2008-10-16,5.78,8.02,8.17,-9.791871517535233e-06,6.172839506172836e-06
2008-10-17,5.78,8.02,8.17,-9.791871517535233e-06,6.172839506172836e-06
2008-10-18,6.0,8.02,8.17,-8.611111111111112e-06,6.781609195402297e-06
2008-10-19,5.9,8.02,8.17,-9.138486312399353e-06,7.762017336485423e-06
2008-10-20,5.78,8.02,8.17,-9.791871517535233e-06,6.172839506172836e-06
2008-10-21,5.97,8.02,8.17,-8.767734736170892e-06,7.412609238451933e-06
2008-10-22,5.88,5.75,9.0,-1.2596899224806199e-05,-1.4804425744117174e-06
2008-10-23,5.65,6.68,7.48,-7.644110275689225e-06,1.647509578544062e-06
2008-10-24,5.55,6.2,7.7,-9.117896522476675e-06,1.9425019425019077e-07
2008-10-25,5.7,6.78,6.88,-4.892205638474293e-06,4.003267973856213e-06
2008-10-26,5.95,6.78,6.88,-3.717026378896883e-06,2.2376543209876524e-06
2008-10-27,5.55,6.59,7.39,-7.803223070398646e-06,1.7094017094017095e-06
2008-10-28,5.5,6.59,7.39,-8.07692307692308e-06,1.9170579029733995e-06
2008-10-29,5.5,6.59,7.39,-8.07692307692308e-06,1.9170579029733995e-06
2008-10-30,5.9,6.43,7.23,-5.3542673107890475e-06,-2.5925925925926156e-07
2008-10-31,5.92,6.25,7.35,-5.740205523442516e-06,3.099333643266706e-07
2008-11-01,6.05,5.75,8.0,-7.683215130023642e-06,-1.5540015540015537e-06
2008-11-02,6.02,6.35,6.5,-1.8993352326685653e-06,6.973500697350058e-07
2008-11-03,5.48,6.5,7.0,-6.515775034293551e-06,1.647834274952921e-06
2008-11-04,5.62,5.95,6.1,-2.0140986908358466e-06,7.385524372230452e-07
2008-11-05,5.1,5.3,6.8,-7.741347905282334e-06,-2.1872265966754116e-07
2008-11-06,5.2,5.73,6.53,-5.9587813620071705e-06,1.2058570198105066e-06
2008-11-07,5.0,5.95,6.1,-5.092592592592593e-06,1.4730639730639779e-06
2008-11-08,5.15,5.75,9.0,-1.7389340560072265e-05,2.222222222222224e-06
2008-11-09,5.12,5.95,6.1,-4.448075526506895e-06,3.0125819599503867e-06
2008-11-10,5.1,5.1,6.7,-7.285974499089255e-06,-2.4875621890547273e-06
2008-11-11,5.1,4.9,6.4,-5.919854280510025e-06,-3.3167495854063024e-06
2008-11-12,5.1,5.73,6.53,-6.511839708561025e-06,1.2437810945273607e-07
2008-11-13,5.47,5.95,6.1,-2.704791344667698e-06,9.507275132275129e-07
2008-11-14,5.1,5.0,6.5,-6.375227686703098e-06,-2.9021558872305133e-06
2008-11-15,5.25,5.5,9.0,-1.666666666666667e-05,6.561679790026234e-07
2008-11-16,5.25,5.95,6.1,-3.777777777777775e-06,1.9230769230769226e-06
2008-11-17,5.1,5.73,6.53,-6.511839708561025e-06,1.2437810945273607e-07
2008-11-18,5.05,5.1,6.6,-7.11662075298439e-06,-2.2974101921470355e-06
2008-11-19,5.16,5.2,6.7,-6.944444444444445e-06,-4.842401831308315e-07
2008-11-20,5.04,5.88,6.68,-7.542310522442974e-06,1.0040160642570282e-06
2008-11-21,5.35,5.3,6.8,-6.342957130358706e-06,-1.2626262626262616e-06
2008-11-22,5.11,6.13,6.23,-5.0918348790689215e-06,4.11522633744856e-06
2008-11-23,5.16,6.13,6.23,-4.825036075036075e-06,3.609790456066211e-06
2008-11-24,4.53,5.88,6.68,-1.0799678521197503e-05,3.398586188145733e-06
2008-11-25,4.5,5.75,6.5,-1.01010101010101e-05,2.959927140255009e-06
2008-11-26,4.45,5.2,6.7,-1.1467889908256879e-05,2.43664717348928e-06
2008-11-27,4.27,5.82,6.62,-1.2386675100147588e-05,7.175071750717508e-06
2008-11-28,4.35,5.3,6.8,-1.2720664589823473e-05,1.6339869281045755e-06
2008-11-29,4.5,4.15,6.15,-8.333333333333335e-06,-2.2321428571428522e-06
2008-11-30,4.5,5.85,6.6,-1.0606060606060607e-05,6.200396825396828e-06
2008-12-01,4.25,5.65,6.45,-1.1640211640211641e-05,4.459957339538492e-06
2008-12-02,3.95,5.0,6.5,-1.430976430976431e-05,2.252252252252254e-06
2008-12-03,3.5,4.8,6.3,-1.728395061728395e-05,5.787037037037034e-06
2008-12-04,4.05,4.75,5.55,-8.250825082508252e-06,4.916420845624393e-07
2008-12-05,4.05,4.5,6.5,-1.3476347634763476e-05,-7.37463126843659e-07
2008-12-06,4.2,4.5,5.25,-5.608974358974358e-06,1.0482180293501046e-06
2008-12-07,4.17,4.97,5.12,-5.104233827638083e-06,3.3939014202172084e-06
2008-12-08,4.05,5.05,5.2,-6.325632563256325e-06,1.966568338249751e-06
2008-12-09,4.1,5.0,5.35,-6.808278867102397e-06,1.4619883040935657e-06
2008-12-10,4.6,5.05,5.2,-2.976190476190478e-06,1.7056530214424942e-06
2008-12-11,4.6,4.99,5.79,-5.902777777777781e-06,1.1594202898550756e-06
2008-12-12,4.42,5.0,5.8,-7.072570725707253e-06,2.144424496309595e-06
2008-12-13,4.5,4.4,5.9,-7.070707070707073e-06,-9.920634920634886e-07
2008-12-14,4.42,5.22,5.37,-4.868798687986879e-06,3.2415719130261285e-06
2008-12-15,4.4,4.4,5.9,-7.716049382716046e-06,-7.507507507507493e-07
2008-12-16,4.4,4.5,6.0,-8.23045267489712e-06,-5.446623093681929e-07
2008-12-17,4.25,4.3,5.8,-8.201058201058203e-06,-2.6115859449192785e-06
2008-12-18,4.25,4.75,5.5,-6.613756613756615e-06,0.0
2008-12-19,4.55,4.75,5.5,-4.754754754754755e-06,-1.8066847335140025e-06
2008-12-20,4.55,4.75,5.5,-4.754754754754755e-06,-1.8066847335140025e-06
2008-12-21,4.6,4.75,5.5,-4.464285714285717e-06,0.0
2008-12-22,4.37,4.4,5.9,-7.914338919925515e-06,-6.038647342995134e-07
2008-12-23,4.75,4.83,5.63,-4.2512077294686e-06,-7.870370370370368e-07
2008-12-24,4.75,4.83,5.63,-4.2512077294686e-06,-7.870370370370368e-07
2008-12-25,4.75,4.66,5.68,-4.492753623188406e-06,-1.5740740740740735e-06
2008-12-26,4.75,4.1,5.6,-4.106280193236716e-06,-4.166666666666668e-06
2008-12-27,4.75,4.5,5.25,-2.415458937198066e-06,-2.3148148148148156e-06
2008-12-28,4.5,4.5,5.25,-3.7878787878787908e-06,-1.207729468599033e-06
2008-12-29,4.35,4.83,5.63,-6.645898234683281e-06,1.140873015873018e-06
2008-12-30,3.67,5.55,6.56,-1.7190102307875326e-05,5.064179703168871e-06
2008-12-31,3.87,5.07,6.08,-1.2605521332420717e-05,1.596980255516843e-06
2009-01-01,4.22,5.05,5.2,-5.2149851000425725e-06,3.517483964411335e-06
2009-01-02,4.15,4.5,5.8,-8.899676375404528e-06,5.144032921810661e-07
2009-01-03,4.25,4.1,5.6,-7.142857142857142e-06,-1.2980269989615787e-06
2009-01-04,4.0,5.0,5.75,-9.722222222222224e-06,1.207729468599033e-06
2009-01-05,4.1,4.1,5.6,-8.169934640522877e-06,-1.2980269989615787e-06
2009-01-06,3.5,4.2,5.7,-1.3580246913580248e-05,-2.873563218390804e-06
2009-01-07,3.6,4.83,5.63,-1.2258454106280194e-05,1.140873015873018e-06
2009-01-08,3.7,5.02,5.17,-8.687943262411345e-06,1.5594541910331372e-06
2009-01-09,3.6,4.92,5.07,-8.876811594202906e-06,1.5873015873015877e-06
2009-01-10,3.39,4.98,5.08,-1.0693495317641096e-05,3.922815945716708e-06
2009-01-11,4.0,5.0,5.75,-9.722222222222224e-06,2.5252525252525232e-06
2009-01-12,3.5,4.5,5.5,-1.2345679012345678e-05,0.0
2009-01-13,3.95,4.7,5.07,-6.285072951739616e-06,2.554278416347385e-06
2009-01-14,3.85,4.78,5.58,-9.908361970217643e-06,1.6819571865443411e-06
2009-01-15,3.6,4.9,5.65,-1.2379227053140102e-05,1.488095238095239e-06
2009-01-16,3.8,4.7,5.5,-9.837962962962964e-06,1.5432098765432106e-06
2009-01-17,3.95,4.4,5.4,-8.136924803591472e-06,1.925192519251927e-06
2009-01-18,3.92,4.92,5.07,-6.4927732610659485e-06,4.657023887793118e-06
2009-01-19,3.37,4.3,5.6,-1.4174930078820233e-05,4.088504088504086e-06
2009-01-20,3.6,4.68,5.48,-1.1352657004830927e-05,-9.746588693957454e-08
2009-01-21,3.97,4.68,5.48,-8.439526045159845e-06,2.3324851569126323e-06
2009-01-22,3.7,4.68,5.48,-1.0520094562647754e-05,-5.747126436781621e-07
2009-01-23,4.08,4.1,5.4,-7.217847769028872e-06,-6.904610155088198e-07
2009-01-24,4.58,4.25,5.5,-4.579848665870172e-06,-2.1028951486697955e-06
2009-01-25,4.5,4.75,5.35,-4.2929292929292925e-06,-1.1574074074074063e-06
2009-01-26,4.5,4.91,5.06,-2.828282828282828e-06,5.2681992337165e-07
2009-01-27,4.7,4.28,5.08,-1.8518518518518514e-06,-3.1279178338001848e-06
2009-01-28,4.23,4.28,5.08,-4.514552793711491e-06,-2.6205450733752615e-06
2009-01-29,3.7,3.97,4.12,-2.4822695035461e-06,-1.6666666666666374e-07
2009-01-30,3.7,3.0,4.3,-3.546099290780141e-06,-8.620689655172412e-06
2009-01-31,3.7,3.88,3.98,-1.654846335697402e-06,4.629629629629613e-07
2009-02-01,3.7,3.25,3.75,-2.9550827423168047e-07,-6.313131313131314e-06
2009-02-02,3.2,3.83,4.63,-9.457671957671954e-06,-2.4633123689727455e-06
2009-02-03,3.29,3.25,4.0,-4.597254597254599e-06,-1.1886886886886858e-06
2009-02-04,3.2,3.33,4.13,-6.150793650793648e-06,-2.719907407407407e-06
2009-02-05,3.22,3.07,4.17,-6.2532912058978355e-06,-1.9069412662090008e-06
2009-02-06,3.2,3.35,4.15,-6.283068783068785e-06,-4.540598290598293e-06
2009-02-07,3.35,3.35,4.15,-5.10855683269477e-06,-4.314994606256746e-06
2009-02-08,3.35,3.35,4.15,-5.10855683269477e-06,-4.314994606256746e-06
2009-02-09,3.1,3.55,3.7,-4.065040650406508e-06,-2.995642701525053e-06
2009-02-10,3.0,3.3,4.1,-7.638888888888887e-06,-3.88888888888889e-06
2009-02-11,3.22,3.05,4.3,-7.109004739336486e-06,-2.03407068395627e-06
2009-02-12,2.8,3.0,4.0,-8.771929824561406e-06,-4.629629629629629e-06
2009-02-13,3.13,3.48,3.63,-3.362927091740649e-06,5.050505050505083e-07
2009-02-14,2.96,3.05,4.3,-9.399551066217736e-06,-2.3827439177326297e-06
2009-02-15,3.1,3.25,3.75,-4.403794037940383e-06,-2.1135265700483065e-06
2009-02-16,3.0,3.2,4.2,-8.333333333333335e-06,-4.4444444444444425e-06
2009-02-17,3.25,3.45,3.6,-2.287581699346403e-06,0.0
2009-02-18,3.2,3.0,4.0,-5.29100529100529e-06,-2.8089887640449444e-06
2009-02-19,3.09,3.35,3.5,-2.784569410486283e-06,-6.371049949031408e-08
2009-02-20,3.12,2.9,4.15,-6.944444444444445e-06,-2.4069737184491246e-06
2009-02-21,3.0,3.15,3.65,-4.513888888888891e-06,-2.1604938271604925e-06
2009-02-22,3.0,3.15,3.65,-4.513888888888891e-06,-2.1604938271604925e-06
2009-02-23,2.7,3.0,3.5,-6.006006006006007e-06,-4.137115839243499e-06
2009-02-24,3.15,3.1,3.47,-2.1419009370816647e-06,-1.8939393939393986e-06
2009-02-25,3.12,3.05,4.3,-7.955771305285865e-06,-1.4311735623211017e-06
2009-02-26,2.6,3.0,3.5,-6.944444444444445e-06,7.122507122507159e-07
2009-02-27,3.0,3.08,3.88,-6.1111111111111095e-06,-3.140096618357485e-06
2009-02-28,2.9,2.6,3.1,-1.4245014245014255e-06,-5.050505050505052e-06
2009-03-01,3.12,3.3,3.45,-2.224919093851135e-06,1.951600312256052e-07
2009-03-02,3.0,2.7,3.7,-4.861111111111112e-06,-3.5947712418300652e-06
2009-03-03,2.5,2.6,3.6,-8.73015873015873e-06,-1.4619883040935657e-06
2009-03-04,2.97,2.64,3.23,-1.8191995521970346e-06,-3.236245954692555e-06
2009-03-05,3.12,2.7,3.7,-3.910463861920171e-06,-3.708040593286493e-06
2009-03-06,2.65,3.23,3.81,-8.828006088280068e-06,1.9690576652602013e-06
2009-03-07,2.75,2.8,3.3,-4.074074074074076e-06,-2.941176470588237e-06
2009-03-08,2.75,2.8,3.3,-4.074074074074076e-06,-2.941176470588237e-06
2009-03-09,3.07,2.8,3.3,-1.569751569751569e-06,-2.764612954186418e-06
2009-03-10,2.6,2.6,3.6,-7.716049382716046e-06,-6.038647342995168e-06
2009-03-11,3.06,3.1,3.68,-4.241926655719751e-06,-7.257851675903957e-07
2009-03-12,2.7,2.97,3.55,-6.381381381381378e-06,-2.0833333333333198e-07
2009-03-13,3.05,2.73,3.53,-3.2921810699588462e-06,-3.1084656084656095e-06
2009-03-14,2.9,2.75,3.5,-4.273504273504276e-06,-4.103535353535356e-06
2009-03-15,2.9,2.75,3.5,-4.273504273504276e-06,-4.103535353535356e-06
2009-03-16,3.1,2.75,3.5,-2.7100271002710047e-06,-2.797761790567547e-06
2009-03-17,3.25,2.9,3.48,-1.5032679738562112e-06,-2.70061728395062e-06
2009-03-18,2.7,2.65,3.9,-9.00900900900901e-06,-6.20567375886525e-06
2009-03-19,3.2,2.82,3.4,-1.3227513227513242e-06,-2.9274004683840724e-06
2009-03-20,3.09,2.8,2.95,9.508285791904355e-07,-2.882599580712791e-06
2009-03-21,3.13,2.5,3.0,8.743610438525691e-07,-4.629629629629631e-06
2009-03-22,2.95,2.5,3.0,-3.516174402250309e-07,-5.427841634738186e-06
2009-03-23,2.97,2.5,3.5,-3.7083683179401054e-06,-6.50376853877948e-06
2009-03-24,2.8,2.45,3.7,-6.578947368421055e-06,-4.403794037940377e-06
2009-03-25,3.1,2.45,3.7,-4.065040650406508e-06,-4.796163069544362e-06
2009-03-26,2.97,2.53,3.33,-2.5188916876574294e-06,-6.3214198881594975e-06
2009-03-27,2.97,2.45,3.7,-5.1077525888609006e-06,-6.807682956479455e-06
2009-03-28,3.13,2.4,2.9,1.5469464622007004e-06,-5.291005291005294e-06
2009-03-29,3.0,2.4,2.9,6.944444444444451e-07,-6.790123456790124e-06
2009-03-30,3.12,2.4,3.4,-1.8878101402373237e-06,-5.237337576239722e-06
2009-03-31,3.16,2.58,3.38,-1.469017094017095e-06,-4.268452850013137e-06
2009-04-01,3.16,2.45,3.7,-3.6057692307692303e-06,-5.122143420015762e-06
2009-04-02,3.19,2.58,3.38,-1.2596128347918368e-06,-4.434011476264997e-06
2009-04-03,3.21,2.45,3.7,-3.2330430192662954e-06,-5.386812045690546e-06
2009-04-04,3.1,2.85,3.1,0.0,-2.1316280309086053e-06
2009-04-05,3.0,2.55,3.05,-3.47222222222221e-07,-5.864197530864199e-06
2009-04-06,3.0,2.82,3.07,-4.861111111111131e-07,-4.197530864197533e-06
2009-04-07,2.6,2.84,3.09,-3.780864197530863e-06,-4.273504273504289e-07
2009-04-08,3.12,2.45,3.2,-5.393743257820925e-07,-4.9058605144523965e-06
2009-04-09,3.1,2.74,2.99,7.452574525745233e-07,-2.8643751665334376e-06
2009-04-10,2.92,2.45,3.2,-1.984126984126983e-06,-4.231504231504233e-06
2009-04-11,3.13,2.82,3.07,4.035512510088762e-07,-2.513227513227517e-06
2009-04-12,2.8,2.7,3.2,-2.9239766081871373e-06,-3.3068783068783074e-06
2009-04-13,2.8,2.7,3.2,-2.9239766081871373e-06,-3.3068783068783074e-06
2009-04-14,2.6,2.81,3.06,-3.5493827160493886e-06,-4.770531400966181e-06
2009-04-15,2.92,2.83,3.08,-1.1337868480725636e-06,-1.638001638001639e-06
2009-04-16,3.1,2.84,3.09,6.775067750677513e-08,-2.1982414068745023e-06
2009-04-17,2.8,2.63,3.43,-4.605263157894736e-06,-4.861111111111112e-06
2009-04-18,2.75,2.7,3.2,-3.3333333333333363e-06,-3.0120481927710846e-06
2009-04-19,2.75,2.7,3.2,-3.3333333333333363e-06,-3.0120481927710846e-06
2009-04-20,2.8,2.63,3.43,-4.605263157894736e-06,-4.861111111111112e-06
2009-04-21,2.8,2.7,3.5,-5.116959064327489e-06,-4.4191919191919216e-06
2009-04-22,2.92,3.0,3.15,-1.6298185941043142e-06,-4.777504777504802e-07
2009-04-23,2.97,3.17,3.32,-2.4489224741113933e-06,3.3710895361380475e-07
2009-04-24,2.97,2.5,3.5,-3.7083683179401054e-06,-4.180151024811221e-06
2009-04-25,2.75,2.9,3.4,-4.814814814814815e-06,-1.6733601070950491e-06
2009-04-26,2.75,2.9,3.4,-4.814814814814815e-06,-1.6733601070950491e-06
2009-04-27,2.92,3.17,3.32,-2.8344671201814093e-06,6.825006825006789e-07
2009-04-28,2.4,3.17,3.32,-7.516339869281051e-06,-1.4520202020202043e-06
2009-04-29,2.92,3.17,3.32,-2.8344671201814093e-06,6.825006825006789e-07
2009-04-30,2.55,2.4,3.4,-6.651017214397499e-06,-3.2467532467532478e-06
2009-05-01,2.92,2.52,2.67,1.7715419501133798e-06,-3.7537537537537554e-06
2009-05-02,2.75,2.35,2.85,-7.407407407407394e-07,-5.354752342704151e-06
2009-05-03,2.75,2.35,2.85,-7.407407407407394e-07,-5.354752342704151e-06
2009-05-04,2.8,2.3,3.1,-2.1929824561403516e-06,-6.944444444444448e-06
2009-05-05,2.91,2.09,2.6,2.202330207445298e-06,-8.225765628954699e-06
2009-05-06,2.5,2.2,3.2,-5.555555555555554e-06,-8.02469135802469e-06
2009-05-07,2.6,2.53,2.67,-5.401234567901215e-07,-6.46135265700483e-06
2009-05-08,2.8,2.2,2.7,7.309941520467798e-07,-7.575757575757575e-06
2009-05-09,2.65,2.1,2.6,3.8051750380517344e-07,-6.515775034293551e-06
2009-05-10,2.65,2.1,2.6,3.8051750380517344e-07,-6.515775034293551e-06
2009-05-11,2.87,2.4,2.55,2.2968705139247796e-06,-4.284134881149805e-06
2009-05-12,2.85,2.37,2.52,2.3809523809523816e-06,-4.374999999999999e-06
2009-05-13,2.73,2.0,3.0,-2.0107238605898134e-06,-8.532204259686937e-06
2009-05-14,2.5,2.1,2.9,-3.1746031746031755e-06,-8.641975308641975e-06
2009-05-15,2.71,2.1,2.9,-1.4225816112608536e-06,-7.798401649909772e-06
2009-05-16,2.7,2.1,2.6,7.507507507507523e-07,-6.775067750677503e-06
2009-05-17,2.7,2.1,2.6,7.507507507507523e-07,-6.775067750677503e-06
2009-05-18,2.7,2.2,3.0,-2.2522522522522477e-06,-8.02469135802469e-06
2009-05-19,2.73,2.15,2.52,1.5638963360142994e-06,-7.569925583782398e-06
2009-05-20,2.74,2.47,2.62,8.912655971479506e-07,-3.7406483790523675e-06
2009-05-21,2.7,2.4,3.2,-3.753753753753753e-06,-4.166666666666668e-06
2009-05-22,2.75,2.25,3.05,-2.222222222222218e-06,-5.320619126589275e-06
2009-05-23,2.7,2.4,2.9,-1.5015015015014985e-06,-4.742547425474252e-06
2009-05-24,2.7,2.4,2.9,-1.5015015015014985e-06,-4.742547425474252e-06
2009-05-25,2.85,2.05,3.05,-1.4430014430014436e-06,-6.597222222222224e-06
2009-05-26,2.77,2.32,3.12,-2.578838785735338e-06,-6.674294431731503e-06
2009-05-27,2.73,2.35,3.35,-4.6172177539469735e-06,-6.286887349243008e-06
2009-05-28,2.73,2.32,2.47,1.9362526064938916e-06,-6.479343084423917e-06
2009-05-29,2.6,2.3,3.1,-3.858024691358023e-06,-6.944444444444448e-06
2009-05-30,2.75,2.15,2.65,7.407407407407425e-07,-6.693440428380191e-06
2009-05-31,2.75,2.15,2.65,7.407407407407425e-07,-6.693440428380191e-06
2009-06-01,2.89,2.29,2.44,3.2133676092544997e-06,-5.1567656765676585e-06
2009-06-02,2.77,2.07,2.87,-7.368110816386689e-07,-8.263412153572337e-06
2009-06-03,2.7,2.07,2.87,-1.2762762762762756e-06,-8.827160493827162e-06
2009-06-04,2.77,2.37,2.52,1.842027704096669e-06,-6.356470887363337e-06
2009-06-05,2.78,2.2,3.2,-3.0864197530864213e-06,-7.48351090816844e-06
2009-06-06,2.85,2.35,2.85,0.0,-5.882352941176471e-06
2009-06-07,2.85,2.35,2.85,0.0,-5.882352941176471e-06
2009-06-08,2.9,2.38,2.53,2.6353276353276353e-06,-4.878048780487803e-06
2009-06-09,2.8,2.15,2.95,-1.0964912280701758e-06,-6.2790062790062815e-06
2009-06-10,2.7,2.2,2.9,-1.5015015015014985e-06,-7.575757575757575e-06
2009-06-11,2.84,2.2,3.2,-2.6041666666666666e-06,-6.1503108948364376e-06
2009-06-12,2.85,2.15,2.95,-7.215007215007218e-07,-8.114856429463172e-06
2009-06-13,2.8,2.3,2.8,0.0,-5.952380952380956e-06
2009-06-14,2.8,2.3,2.8,0.0,-5.952380952380956e-06
2009-06-15,2.85,2.39,2.54,2.2366522366522375e-06,-6.616729088639201e-06
2009-06-16,2.93,2.2,3.2,-1.9083969465648854e-06,-7.621567145376669e-06
2009-06-17,2.81,2.18,2.98,-1.2394284047827375e-06,-7.747543461829176e-06
2009-06-18,2.93,2.3,3.0,-4.947695787390442e-07,-5.310457516339872e-06
2009-06-19,2.82,2.13,2.93,-7.998836532867963e-07,-6.5199674001629985e-06
2009-06-20,2.85,2.3,2.8,3.607503607503639e-07,-6.209150326797388e-06
2009-06-21,2.85,2.3,2.8,3.607503607503639e-07,-6.209150326797388e-06
2009-06-22,2.81,2.12,2.92,-8.019830854476488e-07,-8.125472411186697e-06
2009-06-23,2.83,2.12,2.92,-6.527415143603135e-07,-6.639566395663954e-06
2009-06-24,2.82,2.3,2.45,2.6905177428737624e-06,-5.36538983971747e-06
2009-06-25,2.82,2.2,3.2,-2.7632344386271134e-06,-6.044553110567779e-06
2009-06-26,2.83,2.27,2.42,2.973600232085871e-06,-7.2736393278154e-06
2009-06-27,2.8,2.25,2.85,-3.65497076023396e-07,-7.0242656449552974e-06
2009-06-28,2.8,2.25,2.85,-3.65497076023396e-07,-7.0242656449552974e-06
2009-06-29,2.83,2.0,2.8,2.1758050478677219e-07,-8.966641585151743e-06
2009-06-30,2.83,2.2,2.35,3.4812880765883363e-06,-7.71256583897667e-06
2009-07-01,2.82,1.92,2.72,7.271669575334459e-07,-7.946210268948656e-06
2009-07-02,2.6,2.1,2.8,-1.5432098765432106e-06,-7.751937984496122e-06
2009-07-03,2.93,2.05,2.63,2.1204410517387622e-06,-8.566389518770473e-06
2009-07-04,2.8,2.0,2.6,1.4619883040935657e-06,-8.397932816537466e-06
2009-07-05,2.8,2.0,2.6,1.4619883040935657e-06,-8.397932816537466e-06
2009-07-06,2.8,1.8,2.6,1.4619883040935657e-06,-8.66775866775867e-06
2009-07-07,2.65,2.0,2.7,-3.8051750380517657e-07,-6.6807313642756695e-06
2009-07-08,2.7,2.27,2.42,2.102102102102105e-06,-5.069444444444444e-06
2009-07-09,2.87,2.3,3.0,-9.331036462819383e-07,-4.975124378109451e-06
2009-07-10,2.6,2.5,3.35,-5.787037037037034e-06,-2.8490028490028484e-06
2009-07-11,2.7,2.5,2.9,-1.5015015015014985e-06,-4.065040650406501e-06
2009-07-12,2.7,2.5,2.9,-1.5015015015014985e-06,-4.065040650406501e-06
2009-07-13,2.5,2.2,2.9,-3.1746031746031755e-06,-6.613756613756615e-06
2009-07-14,2.83,2.26,2.56,1.9582245430809407e-06,-5.582788671023967e-06
2009-07-15,2.78,2.2,2.9,-8.818342151675516e-07,-7.48351090816844e-06
2009-07-16,2.75,2.16,2.53,1.6296296296296322e-06,-7.598978288633459e-06
2009-07-17,2.75,2.36,2.94,-1.4074074074074065e-06,-6.321839080459771e-06
2009-07-18,2.75,2.3,2.7,3.703703703703697e-07,-5.689424364123163e-06
2009-07-19,2.87,2.37,2.52,2.5122021246052245e-06,-4.4914317302376965e-06
2009-07-20,2.87,2.32,2.47,2.87108814240597e-06,-4.836926478717523e-06
2009-07-21,2.83,2.06,2.86,-2.175805047867691e-07,-6.944444444444445e-06
2009-07-22,2.73,2.22,2.37,2.680965147453082e-06,-7.1208622016936085e-06
2009-07-23,2.73,2.0,2.8,-5.212987786714332e-07,-8.532204259686937e-06
2009-07-24,2.6,2.2,2.35,1.9290123456790115e-06,-4.985754985754984e-06
2009-07-25,2.7,2.43,2.63,5.255255255255263e-07,-5.092592592592593e-06
2009-07-26,2.7,2.15,2.65,3.753753753753777e-07,-6.944444444444445e-06
2009-07-27,2.75,2.26,2.51,1.7777777777777794e-06,-4.852320675105486e-06
2009-07-28,2.5,2.0,2.7,-1.5873015873015877e-06,-7.936507936507936e-06
2009-07-29,2.63,2.04,2.84,-1.6069788797061531e-06,-7.814552140793278e-06
2009-07-30,2.63,2.44,2.64,-7.652280379553494e-08,-5.187811925400579e-06
2009-07-31,2.7,2.43,2.63,5.255255255255263e-07,-5.092592592592593e-06
2009-08-01,2.7,2.25,2.75,-3.7537537537537157e-07,-6.283068783068785e-06
2009-08-02,2.7,2.25,2.75,-3.7537537537537157e-07,-6.283068783068785e-06
2009-08-03,2.73,2.05,2.85,-8.936550491510283e-07,-5.942153493699886e-06
2009-08-04,2.7,2.44,2.64,4.50450450450452e-07,-3.88888888888889e-06
2009-08-05,2.62,2.1,2.8,-1.3812154696132592e-06,-5.641245358469009e-06
2009-08-06,2.66,2.15,2.95,-2.2009714632665444e-06,-5.513146734520783e-06
2009-08-07,2.71,2.43,2.63,5.98981731057204e-07,-3.838637632607481e-06
2009-08-08,2.75,2.44,2.64,8.148148148148145e-07,-4.752342704149934e-06
2009-08-09,2.75,2.35,2.85,-7.407407407407394e-07,-5.354752342704151e-06
2009-08-10,2.74,2.46,2.66,5.941770647652993e-07,-3.809919645331117e-06
