,Open Bid_x,Open Bid_y,Open Ask_y,Long Swap AUDNZD,Short Swap AUDNZD
2013-03-03,2.87,2.5,2.7,1.220212460522538e-06,-4.180151024811221e-06
2013-03-04,2.9,2.5,2.7,1.4245014245014225e-06,-3.772290809327845e-06
2013-03-05,2.8,2.5,2.7,7.309941520467798e-07,-4.3507362784471235e-06
2013-03-06,2.85,2.58,2.78,5.050505050505083e-07,-2.9166666666666666e-06
2013-03-07,2.79,2.5,2.7,6.596306068601584e-07,-4.180151024811221e-06
2013-03-08,2.85,2.55,2.7,1.0822510822510826e-06,-3.125000000000001e-06
2013-03-09,2.8,2.55,2.7,7.309941520467798e-07,-3.4293552812071326e-06
2013-03-10,2.8,2.55,2.7,7.309941520467798e-07,-3.4293552812071326e-06
2013-03-11,2.88,2.55,2.7,1.2886597938144315e-06,-3.3085194375516927e-06
2013-03-12,2.9,2.55,2.7,1.4245014245014225e-06,-3.4293552812071326e-06
2013-03-13,2.9,2.55,2.7,1.4245014245014225e-06,-3.4293552812071326e-06
2013-03-14,2.85,2.5,2.75,7.215007215007218e-07,-3.772290809327845e-06
2013-03-15,2.9,2.55,2.7,1.4245014245014225e-06,-3.7262872628726286e-06
2013-03-16,2.79,2.55,2.7,6.596306068601584e-07,-3.843042071197412e-06
2013-03-17,2.79,2.55,2.7,6.596306068601584e-07,-3.843042071197412e-06
2013-03-18,2.79,2.55,2.7,6.596306068601584e-07,-3.843042071197412e-06
2013-03-19,2.9,2.55,2.7,1.4245014245014225e-06,-3.4293552812071326e-06
2013-03-20,2.85,2.55,2.7,1.0822510822510826e-06,-3.125000000000001e-06
2013-03-21,2.9,2.55,2.7,1.4245014245014225e-06,-3.4293552812071326e-06
2013-03-22,2.97,2.55,2.7,1.8891687657430736e-06,-3.843042071197412e-06
2013-03-23,2.86,2.55,2.7,1.1514104778353461e-06,-3.784806704514732e-06
2013-03-24,2.86,2.55,2.7,1.1514104778353461e-06,-3.784806704514732e-06
2013-03-25,2.95,2.45,3.25,-2.10970464135021e-06,-4.403794037940377e-06
2013-03-26,2.93,2.55,2.7,1.625671472999718e-06,-3.608387799564273e-06
2013-03-27,2.95,2.55,2.7,1.7580872011251758e-06,-3.7262872628726286e-06
2013-03-28,2.88,2.55,2.7,1.2886597938144315e-06,-3.608387799564273e-06
2013-03-29,2.8,2.55,2.7,7.309941520467798e-07,-3.7262872628726286e-06
2013-03-30,2.8,2.55,2.7,7.309941520467798e-07,-3.7262872628726286e-06
2013-03-31,2.8,2.55,2.7,7.309941520467798e-07,-3.7262872628726286e-06
2013-04-01,2.8,2.5,2.7,7.309941520467798e-07,-4.065040650406501e-06
2013-04-02,2.8,2.5,2.7,7.309941520467798e-07,-4.065040650406501e-06
2013-04-03,2.9,2.45,3.25,-2.4928774928774965e-06,-4.115226337448557e-06
2013-04-04,2.9,2.65,2.85,3.561253561253549e-07,-2.743484224965706e-06
2013-04-05,2.9,2.45,2.6,2.1367521367521352e-06,-4.115226337448557e-06
2013-04-06,2.85,2.5,2.69,1.1544011544011549e-06,-4.065040650406501e-06
2013-04-07,2.85,2.5,2.69,1.1544011544011549e-06,-4.065040650406501e-06
2013-04-08,2.88,2.45,3.25,-2.6489117983963377e-06,-3.99779432037496e-06
2013-04-09,2.87,2.45,3.25,-2.72753373528567e-06,-3.9386401326699795e-06
2013-04-10,2.88,2.65,2.85,2.1477663230240474e-07,-2.6192445547284224e-06
2013-04-11,2.89,2.6,2.8,6.426735218509029e-07,-2.1367521367521352e-06
2013-04-12,2.79,2.4,2.55,1.759014951627089e-06,-3.5612535612535607e-06
2013-04-13,2.81,2.51,2.7,8.01983085447652e-07,-4.055150040551499e-06
2013-04-14,2.81,2.51,2.7,8.01983085447652e-07,-4.055150040551499e-06
2013-04-15,2.88,2.45,3.25,-2.6489117983963377e-06,-4.28921568627451e-06
2013-04-16,2.86,2.45,2.6,1.8710420264824384e-06,-3.819444444444443e-06
2013-04-17,2.79,2.49,2.8,-7.329228965112665e-08,-3.899835796387524e-06
2013-04-18,2.79,2.55,2.7,6.596306068601584e-07,-3.4293552812071326e-06
2013-04-19,2.79,2.65,3.0,-1.5391380826737028e-06,-2.743484224965706e-06
2013-04-20,2.8,2.55,2.85,-3.65497076023396e-07,-3.7262872628726286e-06
2013-04-21,2.9,2.6,3.0,-7.122507122507159e-07,-3.38753387533875e-06
2013-04-22,2.88,2.45,3.25,-2.6489117983963377e-06,-4.28921568627451e-06
2013-04-23,2.9,2.45,2.6,2.1367521367521352e-06,-4.403794037940377e-06
2013-04-24,2.86,2.65,2.85,7.196315486470645e-08,-2.430555555555556e-06
2013-04-25,2.96,2.7,2.9,4.2087542087542047e-07,-2.710027100270999e-06
2013-04-26,2.95,2.5,3.1,-1.0548523206750987e-06,-4.065040650406501e-06
2013-04-27,2.9,2.5,2.7,1.4245014245014225e-06,-4.065040650406501e-06
2013-04-28,2.9,2.5,2.7,1.4245014245014225e-06,-4.065040650406501e-06
2013-04-29,2.97,2.5,2.7,1.8891687657430736e-06,-4.180151024811221e-06
2013-04-30,2.95,2.5,2.7,1.7580872011251758e-06,-4.065040650406501e-06
2013-05-01,2.93,2.5,2.7,1.625671472999718e-06,-4.237288135593218e-06
2013-05-02,2.95,2.5,2.7,1.7580872011251758e-06,-4.065040650406501e-06
2013-05-03,2.9,2.4,2.55,2.492877492877493e-06,-4.458161865569271e-06
2013-05-04,2.8,2.5,3.1,-2.1929824561403516e-06,-4.065040650406501e-06
2013-05-05,2.8,2.5,2.7,7.309941520467798e-07,-4.065040650406501e-06
2013-05-06,2.85,2.5,3.1,-1.8037518037518012e-06,-3.4722222222222224e-06
2013-05-07,2.75,2.4,3.0,-1.8518518518518514e-06,-4.458161865569271e-06
2013-05-08,2.6,2.4,2.6,0.0,-3.5612535612535607e-06
2013-05-09,2.65,2.4,3.0,-2.6636225266362238e-06,-3.5612535612535607e-06
2013-05-10,2.62,2.5,2.7,-6.13873542050336e-07,-1.989389920424402e-06
2013-05-11,2.65,2.5,2.7,-3.8051750380517657e-07,-2.8490028490028484e-06
2013-05-12,2.65,2.7,2.85,-1.5220700152207e-06,-1.4245014245014225e-06
2013-05-13,2.65,2.35,2.95,-2.2831050228310533e-06,-3.289473684210524e-06
2013-05-14,2.55,2.65,2.85,-2.3474178403755897e-06,-3.753753753753777e-07
2013-05-15,2.65,2.7,2.9,-1.9025875190258768e-06,-7.309941520467798e-07
2013-05-16,2.75,2.55,2.7,3.703703703703697e-07,-2.492877492877493e-06
2013-05-17,2.66,2.75,2.95,-2.2009714632665444e-06,-1.1366865586814446e-06
2013-05-18,2.66,2.7,2.85,-1.4420157862780799e-06,-1.491901108269396e-06
2013-05-19,2.66,2.7,2.85,-1.4420157862780799e-06,-1.491901108269396e-06
2013-05-20,2.6,2.7,2.85,-1.9290123456790115e-06,-3.703703703703697e-07
2013-05-21,2.55,2.45,2.6,-3.9123630672926397e-07,-1.8768768768768764e-06
2013-05-22,2.75,2.55,2.75,0.0,-2.492877492877493e-06
2013-05-23,2.66,2.4,3.0,-2.580449301760774e-06,-2.98920968212307e-06
2013-05-24,2.65,2.5,2.7,-3.8051750380517657e-07,-2.8490028490028484e-06
2013-05-25,2.65,2.4,3.0,-2.6636225266362238e-06,-4.166666666666668e-06
2013-05-26,2.65,2.42,2.72,-5.327245053272459e-07,-4.027777777777779e-06
2013-05-27,2.6,2.4,3.0,-3.0864197530864213e-06,-2.5925925925925938e-06
2013-05-28,2.76,2.5,2.7,4.432624113475145e-07,-2.9127593066212e-06
2013-05-29,2.72,2.65,2.85,-9.707287933094377e-07,-1.5790984783232863e-06
2013-05-30,2.8,2.58,2.82,-1.4619883040935717e-07,-2.6019690576652615e-06
2013-05-31,2.75,2.62,2.82,-5.18518518518517e-07,-1.9943019943019934e-06
2013-06-01,2.8,2.46,2.94,-1.0233918128655003e-06,-3.4458509142053444e-06
2013-06-02,2.8,2.58,2.8,0.0,-2.6019690576652615e-06
2013-06-03,2.8,2.45,2.6,1.4619883040935657e-06,-3.5161744022503516e-06
2013-06-04,2.75,2.65,2.85,-7.407407407407394e-07,-1.7806267806267803e-06
2013-06-05,2.7,2.55,2.7,0.0,-2.164502164502165e-06
2013-06-06,2.67,2.75,2.95,-2.1192854980320927e-06,-5.09016870273413e-07
2013-06-07,2.75,2.5,2.65,7.407407407407425e-07,-2.8490028490028484e-06
2013-06-08,2.75,2.61,2.95,-1.481481481481485e-06,-2.770850651149903e-06
2013-06-09,2.75,2.58,2.8,-3.7037037037036655e-07,-2.9786644499861455e-06
2013-06-10,2.7,2.68,2.88,-1.35135135135135e-06,-1.2265512265512272e-06
2013-06-11,2.83,2.65,2.85,-1.4505366985784814e-07,-2.303182579564488e-06
2013-06-12,2.85,2.65,2.85,0.0,-2.430555555555556e-06
2013-06-13,2.85,2.65,2.85,0.0,-2.430555555555556e-06
2013-06-14,2.86,2.7,2.9,-2.878526194588381e-07,-2.1474092546411737e-06
2013-06-15,2.75,2.7,2.95,-1.481481481481485e-06,-2.710027100270999e-06
2013-06-16,2.75,2.7,2.95,-1.481481481481485e-06,-2.710027100270999e-06
2013-06-17,2.8,2.55,2.7,7.309941520467798e-07,-2.8129395218002842e-06
2013-06-18,2.86,2.7,2.9,-2.878526194588381e-07,-2.083333333333332e-06
2013-06-19,2.78,2.72,2.92,-1.0288065843621383e-06,-1.4843087362171325e-06
2013-06-20,2.75,2.7,2.9,-1.111111111111112e-06,-1.4245014245014225e-06
2013-06-21,2.9,2.75,2.95,-3.56125356125361e-07,-2.05761316872428e-06
2013-06-22,2.9,2.6,2.94,-2.849002849002839e-07,-3.086419753086418e-06
2013-06-23,2.9,2.7,3.0,-7.122507122507159e-07,-2.4005486968449914e-06
2013-06-24,2.9,2.5,2.9,0.0,-3.772290809327845e-06
2013-06-25,2.91,2.6,2.75,1.1366865586814446e-06,-3.147235905856598e-06
2013-06-26,2.88,2.7,3.0,-8.591065292096252e-07,-2.2746071133167845e-06
2013-06-27,2.75,2.6,3.0,-1.8518518518518514e-06,-2.1367521367521352e-06
2013-06-28,2.78,2.8,3.0,-1.6166960611405102e-06,-9.188577890868003e-07
2013-06-29,2.72,2.7,2.95,-1.7174432497013127e-06,-2.2111663902708637e-06
2013-06-30,2.72,2.7,3.0,-2.0908004778972505e-06,-2.2111663902708637e-06
2013-07-01,2.75,2.8,3.0,-1.8518518518518514e-06,-7.122507122507127e-07
2013-07-02,2.65,2.6,3.0,-2.6636225266362238e-06,-2.1367521367521352e-06
2013-07-03,2.78,2.65,2.95,-1.2492651381540306e-06,-1.9790783149561796e-06
2013-07-04,2.82,2.75,2.95,-9.453170447934848e-07,-1.5393226980128764e-06
2013-07-05,2.85,2.75,2.95,-7.215007215007218e-07,-1.7361111111111112e-06
2013-07-06,2.75,2.7,3.0,-1.8518518518518514e-06,-2.4005486968449914e-06
2013-07-07,2.75,2.7,3.0,-1.8518518518518514e-06,-2.4005486968449914e-06
2013-07-08,2.85,2.75,2.95,-7.215007215007218e-07,-1.7361111111111112e-06
2013-07-09,2.8,2.7,2.9,-7.309941520467859e-07,-1.7580872011251758e-06
2013-07-10,2.6,2.55,2.7,-7.716049382716083e-07,-1.4814814814814817e-06
2013-07-11,2.75,2.6,3.0,-1.8518518518518514e-06,-2.1367521367521352e-06
2013-07-12,2.77,2.6,2.75,1.4736221632773315e-07,-2.267573696145124e-06
2013-07-13,2.7,2.65,2.9,-1.5015015015014985e-06,-1.7806267806267803e-06
2013-07-14,2.7,2.65,2.9,-1.5015015015014985e-06,-1.7806267806267803e-06
2013-07-15,2.77,2.7,2.85,-5.894488653109326e-07,-1.5589569160997701e-06
2013-07-16,2.77,3.05,3.35,-4.2735042735042705e-06,9.212018140589572e-07
2013-07-17,2.67,2.91,3.21,-4.087193460490462e-06,6.544502617801077e-07
2013-07-18,2.55,2.7,2.85,-2.3474178403755897e-06,0.0
2013-07-19,2.6,2.85,3.05,-3.4722222222222224e-06,7.407407407407394e-07
2013-07-20,2.67,2.75,3.0,-2.4977293369663968e-06,-9.997143673236223e-07
2013-07-21,2.67,2.75,3.0,-2.4977293369663968e-06,-9.997143673236223e-07
2013-07-22,2.72,2.7,3.2,-3.5842293906810005e-06,-1.220212460522538e-06
2013-07-23,2.69,2.7,3.2,-3.839205058717253e-06,-1.0127314814814794e-06
2013-07-24,2.68,2.75,3.25,-4.302536231884054e-06,-5.802146794313894e-07
2013-07-25,2.67,2.5,2.65,1.5137753557372e-07,-2.326934264107038e-06
2013-07-26,2.68,2.65,3.15,-3.5477053140096637e-06,-1.305483028720627e-06
2013-07-27,2.62,2.55,2.8,-1.3812154696132592e-06,-2.097800925925927e-06
2013-07-28,2.62,2.55,2.8,-1.3812154696132592e-06,-2.097800925925927e-06
2013-07-29,2.67,2.6,3.1,-3.2546170148349943e-06,-1.5997673065735863e-06
2013-07-30,2.63,2.48,2.68,-3.8261401897765615e-07,-2.2045855379188694e-06
2013-07-31,2.61,2.47,2.67,-4.6168051708218084e-07,-2.1424349881796666e-06
2013-08-01,2.65,2.5,2.7,-3.8051750380517657e-07,-2.1929824561403486e-06
2013-08-02,2.55,2.55,2.7,-1.173708920187798e-06,-1.12612612612613e-06
2013-08-03,2.55,2.5,2.8,-1.95618153364632e-06,-1.989389920424402e-06
2013-08-04,2.55,2.5,2.8,-1.95618153364632e-06,-1.989389920424402e-06
2013-08-05,2.45,2.5,3.0,-4.428341384863125e-06,-7.716049382716053e-07
2013-08-06,2.4,2.5,3.0,-4.9019607843137265e-06,-3.9123630672926397e-07
2013-08-07,2.47,2.4,2.55,-6.404098623118785e-07,-1.6881522406384303e-06
2013-08-08,2.4,2.59,2.74,-2.7777777777777805e-06,3.129890453834112e-07
2013-08-09,2.3,2.5,2.9,-5.050505050505052e-06,4.025764895330069e-07
2013-08-10,2.35,2.5,2.9,-4.560530679933666e-06,-7.716049382716053e-07
2013-08-11,2.35,2.45,2.75,-3.316749585406299e-06,-1.1574074074074063e-06
2013-08-12,2.35,2.5,2.9,-4.560530679933666e-06,0.0
2013-08-13,2.36,2.58,2.88,-4.298941798941802e-06,5.539727761949985e-07
2013-08-14,2.4,2.58,2.88,-3.921568627450979e-06,2.3474178403755838e-07
2013-08-15,2.43,2.55,2.95,-4.211208292840946e-06,-2.327746741154583e-07
2013-08-16,2.43,2.64,2.79,-2.915451895043732e-06,4.6554934823091045e-07
2013-08-17,2.4,2.63,2.9,-4.084967320261436e-06,-1.522070015220694e-07
2013-08-18,2.4,2.63,2.9,-4.084967320261436e-06,-1.522070015220694e-07
2013-08-19,2.43,2.55,2.95,-4.211208292840946e-06,-2.327746741154583e-07
2013-08-20,2.35,2.55,2.95,-4.975124378109455e-06,3.968253968253954e-07
2013-08-21,2.53,2.57,2.72,-1.4951211835064575e-06,-8.303140096618379e-07
2013-08-22,2.53,2.53,2.68,-1.180358829084047e-06,-1.1322463768115978e-06
2013-08-23,2.51,2.55,2.95,-3.4821145932257084e-06,-8.348512446873111e-07
2013-08-24,2.44,2.45,2.75,-2.5032299741602054e-06,-1.449938949938951e-06
2013-08-25,2.44,2.63,2.85,-3.310723514211886e-06,-7.631257631257913e-08
2013-08-26,2.4,2.55,2.95,-4.4934640522875845e-06,0.0
2013-08-27,2.5,2.55,2.95,-3.571428571428571e-06,-7.6103500761035e-07
2013-08-28,2.48,2.63,2.85,-2.9533844189016636e-06,0.0
2013-08-29,2.45,2.5,2.65,-1.61030595813204e-06,-7.716049382716053e-07
2013-08-30,2.46,2.5,2.65,-1.5253692999357723e-06,-8.464142813173266e-07
2013-08-31,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2013-09-01,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2013-09-02,2.35,2.55,2.95,-4.975124378109455e-06,-7.6103500761035e-07
2013-09-03,2.48,2.48,2.63,-1.197318007662836e-06,-1.1478420569329654e-06
2013-09-04,2.4,2.4,2.55,-1.2254901960784333e-06,-2.252252252252254e-06
2013-09-05,2.48,2.4,2.8,-2.5542784163473787e-06,-1.7600244872972138e-06
2013-09-06,2.49,2.45,2.85,-2.865329512893983e-06,-1.449938949938951e-06
2013-09-07,2.5,2.45,2.85,-2.7777777777777805e-06,-2.2222222222222212e-06
2013-09-08,2.5,2.63,2.85,-2.7777777777777805e-06,-8.888888888888897e-07
2013-09-09,2.49,2.35,2.5,-7.959248646927713e-08,-2.2130647130647144e-06
2013-09-10,2.49,2.4,2.8,-2.4673670805475914e-06,-1.8315018315018341e-06
2013-09-11,2.48,2.4,2.8,-2.5542784163473787e-06,-1.7600244872972138e-06
2013-09-12,2.47,2.48,2.63,-1.280819724623757e-06,-1.0742786985880912e-06
2013-09-13,2.47,2.4,2.8,-2.6416906820365007e-06,-1.6881522406384303e-06
2013-09-14,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2013-09-15,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2013-09-16,2.47,2.43,2.58,-8.805635606788314e-07,-1.4579496623695528e-06
2013-09-17,2.48,2.48,2.63,-1.197318007662836e-06,-1.1478420569329654e-06
2013-09-18,2.5,2.53,2.68,-1.4285714285714274e-06,-9.132420091324194e-07
2013-09-19,2.45,2.4,2.6,-1.207729468599033e-06,-1.9025875190258768e-06
2013-09-20,2.45,2.45,2.6,-1.207729468599033e-06,-1.1574074074074063e-06
2013-09-21,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2013-09-22,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2013-09-23,2.45,2.45,2.6,-1.207729468599033e-06,-1.1574074074074063e-06
2013-09-24,2.45,2.4,2.8,-2.8180354267310732e-06,-1.5432098765432106e-06
2013-09-25,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2013-09-26,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2013-09-27,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2013-09-28,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2013-09-29,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2013-09-30,2.45,2.4,2.8,-2.8180354267310732e-06,-1.5432098765432106e-06
2013-10-01,2.5,2.47,2.62,-9.523809523809515e-07,-1.3698630136986277e-06
2013-10-02,2.45,2.5,2.65,-1.61030595813204e-06,-7.716049382716053e-07
2013-10-03,2.5,2.6,2.82,-2.539682539682539e-06,-3.8051750380517344e-07
2013-10-04,2.55,2.53,2.68,-1.0172143974960924e-06,-1.2762762762762787e-06
2013-10-05,2.45,2.42,2.62,-1.3687600644122407e-06,-1.750380517503804e-06
2013-10-06,2.45,2.46,2.8,-2.8180354267310732e-06,-1.4459665144596654e-06
2013-10-07,2.5,2.3,2.7,-1.5873015873015877e-06,-3.3333333333333333e-06
2013-10-08,2.5,2.4,2.6,-7.93650793650797e-07,-1.9025875190258768e-06
2013-10-09,2.58,2.62,2.77,-1.4742396027312237e-06,-8.191837950551093e-07
2013-10-10,2.45,2.65,2.8,-2.8180354267310732e-06,3.858024691358011e-07
2013-10-11,2.48,2.6,2.75,-2.155172413793106e-06,-2.2956841138659244e-07
2013-10-12,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2013-10-13,2.5,2.6,2.82,-2.539682539682539e-06,-1.111111111111109e-06
2013-10-14,2.43,2.53,2.68,-2.0246193715581474e-06,-3.879577901924305e-07
2013-10-15,2.4,2.58,2.73,-2.6960784313725515e-06,2.3474178403755838e-07
2013-10-16,2.44,2.45,2.6,-1.2919896640826898e-06,-1.0832559579077676e-06
2013-10-17,2.35,2.44,2.74,-3.2338308457711437e-06,-4.7619047619047575e-07
2013-10-18,2.4,2.65,2.8,-3.267973856209151e-06,7.824726134585279e-07
2013-10-19,2.5,2.35,2.7,-1.5873015873015877e-06,-2.9629629629629633e-06
2013-10-20,2.5,2.35,2.7,-1.5873015873015877e-06,-2.9629629629629633e-06
2013-10-21,2.45,2.65,2.8,-2.8180354267310732e-06,3.858024691358011e-07
2013-10-22,2.4,2.65,2.8,-3.267973856209151e-06,7.824726134585279e-07
2013-10-23,2.35,2.45,2.8,-3.731343283582088e-06,-3.968253968253954e-07
2013-10-24,2.39,2.57,2.72,-2.7040314650934103e-06,2.3540489642184496e-07
2013-10-25,2.4,2.55,2.7,-2.4509803921568666e-06,0.0
2013-10-26,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2013-10-27,2.38,2.47,2.67,-2.38330046022354e-06,-8.535071384233379e-07
2013-10-28,2.4,2.55,2.8,-3.267973856209151e-06,0.0
2013-10-29,2.41,2.55,2.8,-3.1769305962854324e-06,-7.802746566791683e-08
2013-10-30,2.38,2.55,2.8,-3.4516765285996044e-06,1.5738117721120833e-07
2013-10-31,2.4,2.55,2.8,-3.267973856209151e-06,0.0
2013-11-01,2.39,2.55,2.8,-3.3595542445099918e-06,7.846829880727958e-08
2013-11-02,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2013-11-03,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2013-11-04,2.4,2.55,2.8,-3.267973856209151e-06,0.0
2013-11-05,2.43,2.55,2.8,-2.9964366699060535e-06,-2.327746741154583e-07
2013-11-06,2.45,2.55,2.8,-2.8180354267310732e-06,-3.8580246913580414e-07
2013-11-07,2.4,2.53,2.78,-3.104575163398694e-06,-1.564945226917056e-07
2013-11-08,2.42,2.53,2.78,-2.9239766081871313e-06,-3.1123560535325135e-07
2013-11-09,2.5,2.53,2.78,-2.222222222222218e-06,-1.6296296296296322e-06
2013-11-10,2.5,2.53,2.78,-2.222222222222218e-06,-1.6296296296296322e-06
2013-11-11,2.4,2.53,2.78,-3.104575163398694e-06,-1.564945226917056e-07
2013-11-12,2.45,2.53,2.78,-2.6570048309178712e-06,-5.401234567901246e-07
2013-11-13,2.42,2.53,2.78,-2.9239766081871313e-06,-3.1123560535325135e-07
2013-11-14,2.43,2.45,2.8,-2.9964366699060535e-06,-1.0086902545003102e-06
2013-11-15,2.43,2.53,2.78,-2.8344671201814026e-06,-3.879577901924305e-07
2013-11-16,2.4,2.53,2.78,-3.104575163398694e-06,-5.401234567901246e-07
2013-11-17,2.4,2.53,2.78,-3.104575163398694e-06,-5.401234567901246e-07
2013-11-18,2.43,2.53,2.78,-2.8344671201814026e-06,-3.879577901924305e-07
2013-11-19,2.42,2.53,2.78,-2.9239766081871313e-06,-3.1123560535325135e-07
2013-11-20,2.3,2.4,2.6,-2.525252525252529e-06,-4.02576489533013e-07
2013-11-21,2.5,2.53,2.78,-2.222222222222218e-06,-1.6296296296296322e-06
2013-11-22,2.5,2.53,2.78,-2.222222222222218e-06,-1.6296296296296322e-06
2013-11-23,2.5,2.45,2.8,-2.3809523809523786e-06,-2.2222222222222212e-06
2013-11-24,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2013-11-25,2.35,2.4,2.6,-2.0729684908789383e-06,-7.936507936507939e-07
2013-11-26,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2013-11-27,2.38,2.51,2.66,-2.3011176857330697e-06,-1.5738117721120524e-07
2013-11-28,2.3,2.4,2.6,-2.525252525252529e-06,-4.02576489533013e-07
2013-11-29,2.36,2.45,2.8,-3.637566137566137e-06,-4.7483380816713984e-07
2013-11-30,2.35,2.4,2.6,-2.0729684908789383e-06,-1.173708920187792e-06
2013-12-01,2.35,2.4,2.6,-2.0729684908789383e-06,-1.173708920187792e-06
2013-12-02,2.35,2.45,2.8,-3.731343283582088e-06,-3.968253968253954e-07
2013-12-03,2.37,2.48,2.68,-2.5552258489943937e-06,-3.156565656565654e-07
2013-12-04,2.42,2.45,2.6,-1.4619883040935657e-06,-9.337068160597539e-07
2013-12-05,2.4,2.4,2.55,-1.2254901960784333e-06,-1.173708920187792e-06
2013-12-06,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2013-12-07,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2013-12-08,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2013-12-09,2.5,2.45,2.85,-2.7777777777777805e-06,-2.2222222222222212e-06
2013-12-10,2.47,2.4,2.55,-6.404098623118785e-07,-1.6881522406384303e-06
2013-12-11,2.52,2.56,2.71,-1.4993686868686862e-06,-8.325764456554647e-07
2013-12-12,2.45,2.45,2.6,-1.207729468599033e-06,-1.1574074074074063e-06
2013-12-13,2.5,2.4,2.55,-3.968253968253954e-07,-1.9025875190258768e-06
2013-12-14,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2013-12-15,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2013-12-16,2.65,2.5,2.9,-1.9025875190258768e-06,-2.525252525252526e-06
2013-12-17,2.45,2.57,2.72,-2.1739130434782607e-06,-2.3148148148148373e-07
2013-12-18,2.5,2.45,2.6,-7.93650793650797e-07,-2.2222222222222212e-06
2013-12-19,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2013-12-20,2.63,2.37,2.67,-3.0609121518212735e-07,-3.0129335684891215e-06
2013-12-21,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2013-12-22,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2013-12-23,2.55,2.5,2.85,-2.3474178403755897e-06,-1.5015015015015017e-06
2013-12-24,2.25,2.4,2.55,-2.5641025641025614e-06,0.0
2013-12-25,2.27,2.37,2.67,-3.3978933061501893e-06,-1.5561780267662596e-06
2013-12-26,2.27,2.4,2.6,-2.8032619775739063e-06,-1.3227513227513213e-06
2013-12-27,2.3,2.4,2.6,-2.525252525252529e-06,-4.02576489533013e-07
2013-12-28,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2013-12-29,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2013-12-30,2.35,2.5,2.8,-3.731343283582088e-06,0.0
2013-12-31,2.4,2.45,2.6,-1.6339869281045755e-06,-7.824726134585249e-07
2014-01-01,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2014-01-02,2.4,2.55,2.8,-3.267973856209151e-06,0.0
2014-01-03,2.38,2.55,2.9,-4.273504273504276e-06,1.5738117721120833e-07
2014-01-04,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2014-01-05,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2014-01-06,2.38,2.55,2.9,-4.273504273504276e-06,1.5738117721120833e-07
2014-01-07,2.42,2.4,2.55,-1.0558804418453533e-06,-1.3227513227513213e-06
2014-01-08,2.35,2.45,2.6,-2.0729684908789383e-06,-3.968253968253954e-07
2014-01-09,2.4,2.55,2.9,-4.084967320261436e-06,0.0
2014-01-10,2.44,2.42,2.62,-1.453488372093026e-06,-1.6788766788766791e-06
2014-01-11,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2014-01-12,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2014-01-13,2.5,2.55,2.9,-3.1746031746031755e-06,-1.4814814814814817e-06
2014-01-14,2.5,2.4,2.6,-7.93650793650797e-07,-2.5925925925925938e-06
2014-01-15,2.54,2.44,2.69,-1.1770244821092247e-06,-1.8819632640770862e-06
2014-01-16,2.49,2.3,2.45,3.183699458771085e-07,-2.5946275946275977e-06
2014-01-17,2.5,2.4,2.65,-1.1904761904761923e-06,-1.9025875190258768e-06
2014-01-18,2.5,2.44,2.64,-1.111111111111112e-06,-2.2962962962962964e-06
